scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,pathChanged,boardingtime,success,shuttleID,arrivaltime,increased_time
2026-03-03 13:23:06_100_0.3_91,1,3,dynamic_1,"(126.84274415210518, 37.29753760245557)",0064,61,SHUTTLE0004,66.29112844611385,171.29112844611385,61.0,1.0,586.0,True,SHUTTLE0004,741.0,-16.291128446113845
2026-03-03 13:23:06_100_0.3_91,2,3,dynamic_2,"(126.83679076381344, 37.292844139708265)",0363,68,SHUTTLE0002,163.28904900697245,326.28904900697245,68.0,1.0,203.0,True,SHUTTLE0002,770.0,240.71095099302755
2026-03-03 13:23:06_100_0.3_91,3,4,dynamic_3,"(126.83615813255068, 37.29683087070954)",0334,81,SHUTTLE0004,199.2809651044278,227.2809651044278,81.0,,226.0,True,SHUTTLE0004,431.0,-22.280965104427793
2026-03-03 13:23:06_100_0.3_91,4,3,dynamic_4,"(126.86476794292008, 37.286104344607274)",0203,110,SHUTTLE0006,68.4176629423226,347.41766294232264,110.0,2.0,155.0,True,SHUTTLE0006,801.0,298.58233705767736
2026-03-03 13:23:06_100_0.3_91,5,3,dynamic_5,"(126.84609456386073, 37.3152408493186)",0314,258,SHUTTLE0001,76.28852721495159,303.2885272149516,258.0,2.0,373.0,True,SHUTTLE0001,1109.0,432.7114727850484
2026-03-03 13:23:06_100_0.3_91,6,2,dynamic_6,"(126.86400432747222, 37.302150889165254)",0082,278,SHUTTLE0006,71.26203383222227,252.26203383222227,278.0,1.0,363.0,True,SHUTTLE0006,706.0,90.73796616777773
2026-03-03 13:23:06_100_0.3_91,7,3,dynamic_7,"(126.83124951128823, 37.31003053317165)",0203,365,SHUTTLE0002,157.1658696592867,84.1658696592867,365.0,,520.0,True,SHUTTLE0002,635.0,30.8341303407133
2026-03-03 13:23:06_100_0.3_91,8,2,dynamic_8,"(126.83364978062856, 37.29958683955347)",0265,427,SHUTTLE0001,129.38614756282513,154.38614756282516,427.0,,542.0,True,SHUTTLE0001,647.0,-49.38614756282516
2026-03-03 13:23:06_100_0.3_91,9,2,dynamic_9,"(126.84321418549985, 37.30480604273659)",0082,521,SHUTTLE0006,34.10161746923193,115.10161746923194,521.0,,586.0,True,SHUTTLE0006,701.0,-0.1016174692319396
2026-03-03 13:23:06_100_0.3_91,10,3,dynamic_10,"(126.83603412393204, 37.293511003942925)",0116,704,SHUTTLE0001,139.10429013762433,223.10429013762433,704.0,,799.0,True,SHUTTLE0001,974.0,-48.10429013762433
2026-03-03 13:23:06_100_0.3_91,11,4,dynamic_11,"(126.83013000701857, 37.30406810092887)",0349,921,SHUTTLE0006,118.2673049113276,255.26730491132759,921.0,,1076.0,True,SHUTTLE0006,1256.0,-75.26730491132759
2026-03-03 13:23:06_100_0.3_91,12,2,dynamic_12,"(126.83053746948697, 37.29628023145331)",0077,944,SHUTTLE0004,254.22123512095715,271.22123512095715,944.0,,1159.0,True,SHUTTLE0004,1374.0,-56.22123512095715
2026-03-03 13:23:06_100_0.3_91,13,2,dynamic_13,"(126.83965307361574, 37.29782192394257)",0274,970,SHUTTLE0002,252.37158501914584,123.37158501914584,970.0,1.0,1199.0,True,SHUTTLE0002,1319.0,-3.37158501914584
2026-03-03 13:23:06_100_0.3_91,14,4,dynamic_14,"(126.82852808105432, 37.288810097326724)",0456,1002,SHUTTLE0003,231.0995634330011,110.0995634330011,1002.0,1.0,1222.0,True,SHUTTLE0003,1352.0,19.900436566998906
2026-03-03 13:23:06_100_0.3_91,15,3,dynamic_15,"(126.83817550795466, 37.297312795992575)",0116,1042,SHUTTLE0005,300.1444457719729,197.14444577197293,1042.0,1.0,1307.0,True,SHUTTLE0005,1627.0,122.85555422802707
2026-03-03 13:23:06_100_0.3_91,16,2,dynamic_16,"(126.83504513501143, 37.296241319740744)",0461,1057,SHUTTLE0003,276.54621443623864,342.34708757023645,1057.0,,1307.0,True,SHUTTLE0003,1507.0,-142.34708757023645
2026-03-03 13:23:06_100_0.3_91,17,4,dynamic_17,"(126.84557120074136, 37.30367305111795)",0482,1120,SHUTTLE0001,231.07679362169563,107.07679362169563,1120.0,,1255.0,True,SHUTTLE0001,1360.0,-2.0767936216956286
2026-03-03 13:23:06_100_0.3_91,18,2,dynamic_18,"(126.83980546449062, 37.29633824545123)",0274,1124,SHUTTLE0002,97.93521280629334,135.19204276800167,1124.0,,1244.0,True,SHUTTLE0002,1375.0,-4.19204276800167
2026-03-03 13:23:06_100_0.3_91,19,2,dynamic_19,"(126.85204105709262, 37.3038402828873)",0173,1141,SHUTTLE0006,311.1939490465906,208.1939490465906,1141.0,,1371.0,True,SHUTTLE0006,1549.0,-30.193949046590603
2026-03-03 13:23:06_100_0.3_91,20,4,dynamic_20,"(126.83645890980806, 37.30073812413057)",0162,1360,SHUTTLE0002,82.35173359433294,111.35173359433296,1360.0,,1430.0,True,SHUTTLE0002,1515.0,-26.351733594332956
2026-03-03 13:23:06_100_0.3_91,21,2,dynamic_21,"(126.83194331428969, 37.30984325847815)",0398,1442,SHUTTLE0005,27.08325860445958,0.0832586044595788,1442.0,,1517.0,True,SHUTTLE0005,1542.0,24.91674139554042
2026-03-03 13:23:06_100_0.3_91,22,1,dynamic_22,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0006,73.23789827436192,255.23789827436192,1500.0,3.0,1619.0,True,SHUTTLE0006,,
2026-03-03 13:23:06_100_0.3_91,23,1,dynamic_23,"(126.8351539884716, 37.29677579144293)",0203,1514,SHUTTLE0006,59.237898274361925,255.71369482308577,1514.0,2.0,1584.0,True,SHUTTLE0006,2809.0,969.2863051769142
2026-03-03 13:23:06_100_0.3_91,24,1,dynamic_24,"(126.8351539884716, 37.29677579144293)",0203,1537,SHUTTLE0002,61.237898274361925,255.23789827436192,1537.0,4.0,1592.0,True,SHUTTLE0002,,
2026-03-03 13:23:06_100_0.3_91,25,3,dynamic_25,"(126.83252417882991, 37.30786917785485)",0349,1576,SHUTTLE0004,63.129834368977264,234.12983436897727,1576.0,2.0,1676.0,True,SHUTTLE0004,,
2026-03-03 13:23:06_100_0.3_91,26,4,dynamic_26,"(126.8298928222619, 37.29625216658193)",0398,1592,SHUTTLE0001,269.2550559520252,232.2550559520252,1592.0,2.0,1778.0,True,SHUTTLE0001,2028.0,17.744944047974798
2026-03-03 13:23:06_100_0.3_91,27,1,dynamic_27,"(126.8351539884716, 37.29677579144293)",0203,1594,SHUTTLE0003,289.2378982743619,255.23789827436192,1594.0,2.0,1782.0,True,SHUTTLE0003,2227.0,189.76210172563808
2026-03-03 13:23:06_100_0.3_91,28,1,dynamic_28,"(126.8351539884716, 37.29677579144293)",0203,1621,SHUTTLE0002,30.237898274361925,255.23789827436192,1621.0,3.0,1661.0,True,SHUTTLE0002,2821.0,904.7621017256381
2026-03-03 13:23:06_100_0.3_91,29,2,dynamic_29,"(126.83674530170069, 37.293248220189696)",0203,1625,SHUTTLE0002,84.66725756318561,308.19146101446177,1625.0,2.0,1761.0,True,SHUTTLE0002,,
2026-03-03 13:23:06_100_0.3_91,30,1,dynamic_30,"(126.8351539884716, 37.29677579144293)",0203,1626,SHUTTLE0002,30.71369482308577,362.6208203032855,1626.0,,1696.0,True,SHUTTLE0002,2036.0,-22.620820303285484
2026-03-03 13:23:06_100_0.3_91,31,1,dynamic_31,"(126.8351539884716, 37.29677579144293)",0203,1629,SHUTTLE0005,213.23789827436192,255.23789827436192,1629.0,1.0,1794.0,True,SHUTTLE0005,2386.0,336.7621017256381
2026-03-03 13:23:06_100_0.3_91,32,4,dynamic_32,"(126.83959777627763, 37.296900192824424)",0349,1651,SHUTTLE0004,175.49462812118517,234.23495938323063,1651.0,1.0,1821.0,True,SHUTTLE0004,,
2026-03-03 13:23:06_100_0.3_91,33,1,dynamic_33,"(126.8351539884716, 37.29677579144293)",0203,1672,SHUTTLE0006,85.23789827436192,255.23789827436192,1672.0,,1737.0,True,SHUTTLE0006,1972.0,-20.237898274361925
2026-03-03 13:23:06_100_0.3_91,34,1,dynamic_34,"(126.8351539884716, 37.29677579144293)",0203,1672,SHUTTLE0003,148.71369482308577,255.23789827436192,1672.0,2.0,1817.0,True,SHUTTLE0003,,
2026-03-03 13:23:06_100_0.3_91,35,2,dynamic_35,"(126.85197405349585, 37.29665072472236)",0203,1697,SHUTTLE0003,351.16867369829356,274.21708060084586,1697.0,1.0,1982.0,True,SHUTTLE0003,2896.0,639.7829193991541
2026-03-03 13:23:06_100_0.3_91,36,2,dynamic_36,"(126.83221148248468, 37.29897929901413)",0057,1703,SHUTTLE0001,147.86280308500238,505.352691180952,1703.0,2.0,1828.0,True,SHUTTLE0001,2568.0,234.64730881904802
2026-03-03 13:23:06_100_0.3_91,37,1,dynamic_37,"(126.8351539884716, 37.29677579144293)",0203,1803,SHUTTLE0001,42.943280636265925,286.2378982743619,1803.0,1.0,1883.0,True,SHUTTLE0001,2333.0,163.7621017256381
2026-03-03 13:23:06_100_0.3_91,38,2,dynamic_38,"(126.84199942192407, 37.29684559980654)",0349,1899,SHUTTLE0004,140.03681076490102,283.036810764901,1899.0,,2004.0,True,SHUTTLE0004,2189.0,-98.03681076490102
2026-03-03 13:23:06_100_0.3_91,39,4,dynamic_39,"(126.83553336329223, 37.295795825311494)",0312,1931,SHUTTLE0005,160.26445313492073,225.2644531349207,1931.0,,2096.0,True,SHUTTLE0005,2271.0,-50.2644531349207
2026-03-03 13:23:06_100_0.3_91,40,4,dynamic_40,"(126.82817592720941, 37.31479296114475)",0156,2098,SHUTTLE0001,61.1139086453373,90.11390864533729,2098.0,,2173.0,True,SHUTTLE0001,2278.0,14.88609135466271
2026-03-03 13:23:06_100_0.3_91,41,3,dynamic_41,"(126.8584080117774, 37.31681094477221)",0237,2144,SHUTTLE0006,257.20076487026034,356.2007648702604,2144.0,,2349.0,True,SHUTTLE0006,2604.0,-101.2007648702604
2026-03-03 13:23:06_100_0.3_91,42,2,dynamic_42,"(126.83739222275419, 37.293784633012926)",0360,2176,SHUTTLE0002,308.10141054347287,306.10141054347287,2176.0,,2451.0,True,SHUTTLE0002,2696.0,-61.101410543472866
2026-03-03 13:23:06_100_0.3_91,43,4,dynamic_43,"(126.84750556711988, 37.313778153443955)",0203,2526,SHUTTLE0005,79.25429230008214,79.25429230008214,2526.0,2.0,2964.0,True,SHUTTLE0005,3124.0,80.74570769991786
2026-03-03 13:23:06_100_0.3_91,44,2,dynamic_44,"(126.84725000353835, 37.30875718827216)",0151,2551,SHUTTLE0003,128.1278913063122,95.1278913063122,2551.0,,2706.0,True,SHUTTLE0003,2821.0,19.872108693687807
2026-03-03 13:23:06_100_0.3_91,45,2,dynamic_45,"(126.83300254690714, 37.30728991315699)",0191,2584,SHUTTLE0005,141.21270722103216,126.21270722103216,2584.0,,2739.0,True,SHUTTLE0005,2864.0,-1.2127072210321614
2026-03-03 13:23:06_100_0.3_91,46,2,dynamic_46,"(126.83970399234892, 37.29738023568783)",0284,2699,SHUTTLE0001,301.2964573934934,71.29645739349343,2699.0,,2937.0,True,SHUTTLE0001,2992.0,-16.296457393493426
2026-03-03 13:23:06_100_0.3_91,47,4,dynamic_47,"(126.83155097956048, 37.31009067719809)",0349,2882,SHUTTLE0001,336.8146211663476,252.22170637936074,2882.0,1.0,3156.0,True,SHUTTLE0001,3546.0,137.77829362063926
2026-03-03 13:23:06_100_0.3_91,48,4,dynamic_48,"(126.84370469545323, 37.31539478740789)",0349,2929,SHUTTLE0005,53.795562461817156,305.2869778616529,2929.0,,3059.0,True,SHUTTLE0005,3380.0,15.713022138347128
2026-03-03 13:23:06_100_0.3_91,49,3,dynamic_49,"(126.84548105652189, 37.319528056054246)",0395,3111,SHUTTLE0001,183.70214204992126,510.25872929119976,3111.0,,3331.0,True,SHUTTLE0001,,
2026-03-03 13:23:06_100_0.3_91,50,2,dynamic_50,"(126.85837395197512, 37.30406871917943)",0203,3145,,,,,,,False,,,
2026-03-03 13:23:06_100_0.3_91,51,2,dynamic_51,"(126.85708373202341, 37.302819962605916)",0019,3234,SHUTTLE0005,271.42522065977346,164.4252206597735,3234.0,,3472.0,True,SHUTTLE0005,,
2026-03-03 13:23:06_100_0.3_91,52,2,dynamic_52,"(126.83945200843445, 37.297761258909794)",0196,3267,SHUTTLE0005,430.1638860585083,8.313444738961337,3267.0,,,,,,
2026-03-03 13:23:06_100_0.3_91,53,3,dynamic_53,"(126.83057685242244, 37.29594956893067)",0031,3305,SHUTTLE0005,504.66028565215794,55.18295485468834,3305.0,2.0,,,,,
2026-03-03 13:23:06_100_0.3_91,54,4,dynamic_54,"(126.83982753484993, 37.29678867364505)",0252,3442,SHUTTLE0005,203.79443220538818,225.68301111729522,3442.0,,,,,,
2026-03-03 13:23:06_100_0.3_91,55,3,dynamic_55,"(126.84124582483588, 37.31794307291843)",0274,3447,SHUTTLE0005,652.7716869266935,371.29424360401015,3447.0,,,,,,
2026-03-03 13:23:06_100_0.3_91,56,3,dynamic_56,"(126.82271675173325, 37.31373872659377)",0173,3489,,,,,,,False,,,
