scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,arrivaltime,increased_time,pathChanged
2026-03-03 13:04:02_100_0.3_48,1,3,dynamic_1,"(126.81711857649348, 37.31479854105741)",0460,135,SHUTTLE0003,36.08032544949994,32.08032544949994,135,190.0,True,SHUTTLE0003,275.0,52.91967455050006,
2026-03-03 13:04:02_100_0.3_48,2,3,dynamic_2,"(126.84609444153485, 37.312074674644585)",0456,151,SHUTTLE0001,101.02496041105152,251.02496041105152,151,304.0,True,SHUTTLE0001,534.0,-21.024960411051524,1.0
2026-03-03 13:04:02_100_0.3_48,3,3,dynamic_3,"(126.83771330506615, 37.29720829448815)",0456,186,SHUTTLE0002,81.29293953243551,98.2929395324355,186,271.0,True,SHUTTLE0002,344.0,-25.292939532435497,
2026-03-03 13:04:02_100_0.3_48,4,4,dynamic_4,"(126.85144172675042, 37.29550808587489)",0349,237,SHUTTLE0004,55.248025206532205,0.2480252065322034,237,272.0,True,SHUTTLE0004,297.0,24.751974793467795,
2026-03-03 13:04:02_100_0.3_48,5,3,dynamic_5,"(126.83044970014751, 37.297021123734964)",0033,269,SHUTTLE0001,242.1141089945501,322.064188172447,269,499.0,True,SHUTTLE0001,689.0,-132.06418817244702,
2026-03-03 13:04:02_100_0.3_48,6,2,dynamic_6,"(126.83755679643176, 37.298207838389175)",0426,289,SHUTTLE0002,182.13111266314291,126.13111266314291,289,399.0,True,SHUTTLE0002,789.0,263.8688873368571,1.0
2026-03-03 13:04:02_100_0.3_48,7,2,dynamic_7,"(126.85611484189924, 37.290289950746796)",0203,407,SHUTTLE0004,64.14041433997514,266.1404143399751,407,472.0,True,SHUTTLE0004,747.0,8.85958566002489,
2026-03-03 13:04:02_100_0.3_48,8,3,dynamic_8,"(126.84142813703667, 37.29677397240253)",0306,414,SHUTTLE0002,71.22412230721449,246.2241223072145,414,479.0,True,SHUTTLE0002,664.0,-61.224122307214486,
2026-03-03 13:04:02_100_0.3_48,9,4,dynamic_9,"(126.84433522690458, 37.30489964637124)",0203,415,SHUTTLE0005,231.18433121699425,138.18433121699425,415,650.0,True,SHUTTLE0005,814.0,25.815668783005748,
2026-03-03 13:04:02_100_0.3_48,10,2,dynamic_10,"(126.85735018121167, 37.29265091840947)",0320,436,SHUTTLE0006,139.12686484568627,128.12686484568627,436,521.0,True,SHUTTLE0006,636.0,-13.12686484568627,
