scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,pathChanged,arrivaltime,increased_time
2026-03-03 14:00:04_100_0.3_18,1,2,dynamic_1,"(126.83839285437969, 37.29627998973002)",0295,44,SHUTTLE0002,89.29356268856917,271.2935626885692,44.0,139.0,True,SHUTTLE0002,1.0,468.0,57.70643731143082
2026-03-03 14:00:04_100_0.3_18,2,2,dynamic_2,"(126.82485846176192, 37.314833992843475)",0087,64,SHUTTLE0003,54.08039515491594,105.08039515491595,64.0,159.0,True,SHUTTLE0003,,274.0,9.919604845084052
2026-03-03 14:00:04_100_0.3_18,3,3,dynamic_3,"(126.85184876781217, 37.29684961402036)",0031,98,SHUTTLE0004,55.28765626829924,283.2876562682992,98.0,133.0,True,SHUTTLE0004,1.0,403.0,-13.287656268299202
2026-03-03 14:00:04_100_0.3_18,4,3,dynamic_4,"(126.83297366700607, 37.29669881567974)",0082,163,SHUTTLE0002,65.24211131982621,230.24211131982622,163.0,218.0,True,SHUTTLE0002,,383.0,-65.24211131982622
2026-03-03 14:00:04_100_0.3_18,5,4,dynamic_5,"(126.83972206868121, 37.301912469841625)",0050,178,SHUTTLE0004,106.14368310048535,76.14368310048536,178.0,283.0,True,SHUTTLE0004,,358.0,-1.1436831004853616
2026-03-03 14:00:04_100_0.3_18,6,3,dynamic_6,"(126.83122404573045, 37.309184679347275)",0114,204,SHUTTLE0005,125.15729933739672,219.15729933739672,204.0,349.0,True,SHUTTLE0005,,524.0,-44.15729933739672
2026-03-03 14:00:04_100_0.3_18,7,2,dynamic_7,"(126.8333355857375, 37.307328356510254)",0221,257,SHUTTLE0001,173.31706679278597,133.31706679278597,257.0,412.0,True,SHUTTLE0001,,527.0,-18.317066792785965
2026-03-03 14:00:04_100_0.3_18,8,2,dynamic_8,"(126.86433834722172, 37.31173200369213)",0227,377,SHUTTLE0003,211.19486740777396,212.19486740777396,377.0,562.0,True,SHUTTLE0003,,777.0,2.8051325922260446
2026-03-03 14:00:04_100_0.3_18,9,4,dynamic_9,"(126.84138664745448, 37.311672095477405)",0274,530,SHUTTLE0002,83.0569681845653,227.0569681845653,530.0,635.0,True,SHUTTLE0002,,830.0,-32.05696818456531
2026-03-03 14:00:04_100_0.3_18,10,2,dynamic_10,"(126.86403456624413, 37.301558497003526)",0274,625,SHUTTLE0001,118.28215911859569,269.2821591185957,625.0,750.0,True,SHUTTLE0001,1.0,1134.0,114.7178408814043
2026-03-03 14:00:04_100_0.3_18,11,4,dynamic_11,"(126.84716732941173, 37.313285383260734)",0048,795,SHUTTLE0003,76.30584319988102,146.30584319988102,795.0,920.0,True,SHUTTLE0003,,1075.0,8.694156800118975
2026-03-03 14:00:04_100_0.3_18,12,2,dynamic_12,"(126.86381965398259, 37.30214527734576)",0349,799,SHUTTLE0001,67.20972691848971,141.2097269184897,799.0,864.0,True,SHUTTLE0001,,979.0,-26.209726918489707
2026-03-03 14:00:04_100_0.3_18,13,3,dynamic_13,"(126.83829239395229, 37.29768543688401)",0203,1008,SHUTTLE0005,28.074832948920484,239.0748329489205,1008.0,1053.0,True,SHUTTLE0005,1.0,1559.0,266.9251670510795
2026-03-03 14:00:04_100_0.3_18,14,2,dynamic_14,"(126.8198742063277, 37.30347769775781)",0082,1194,SHUTTLE0005,182.1273958473306,120.12739584733059,1194.0,1339.0,True,SHUTTLE0005,,1464.0,4.87260415266941
2026-03-03 14:00:04_100_0.3_18,15,3,dynamic_15,"(126.81917077441605, 37.31391245627624)",0310,1241,SHUTTLE0003,282.09485819121,175.09485819121,1241.0,1496.0,True,SHUTTLE0003,,1671.0,-0.09485819120999395
2026-03-03 14:00:04_100_0.3_18,16,3,dynamic_16,"(126.8334469825796, 37.308082558665674)",0160,1304,SHUTTLE0001,225.3238752743361,234.3238752743361,1304.0,1449.0,True,SHUTTLE0001,3.0,2707.0,1023.6761247256638
2026-03-03 14:00:04_100_0.3_18,17,1,dynamic_17,"(126.8352535886907, 37.29247798602247)",0380,1500,SHUTTLE0004,32.34615892727572,338.3461589272757,1500.0,1555.0,True,SHUTTLE0004,2.0,2226.0,332.6538410727243
2026-03-03 14:00:04_100_0.3_18,18,2,dynamic_18,"(126.82841693228407, 37.31343346126694)",0441,1516,SHUTTLE0001,131.34564965027607,155.34564965027607,1516.0,1661.0,True,SHUTTLE0001,2.0,2532.0,715.6543503497239
2026-03-03 14:00:04_100_0.3_18,19,1,dynamic_19,"(126.8352535886907, 37.29247798602247)",0380,1530,SHUTTLE0004,1.038476781827157,338.3461589272757,1530.0,1590.0,True,SHUTTLE0004,2.0,2746.0,817.6538410727243
2026-03-03 14:00:04_100_0.3_18,20,1,dynamic_20,"(126.8352535886907, 37.29247798602247)",0380,1560,SHUTTLE0002,99.34615892727572,338.3461589272757,1560.0,1645.0,True,SHUTTLE0002,3.0,1993.0,9.653841072724276
2026-03-03 14:00:04_100_0.3_18,21,2,dynamic_21,"(126.83534859427452, 37.29460423059077)",0203,1579,SHUTTLE0005,290.2021377845355,290.2021377845356,1579.0,1825.0,True,SHUTTLE0005,3.0,2439.0,323.7978622154644
2026-03-03 14:00:04_100_0.3_18,22,1,dynamic_22,"(126.8352535886907, 37.29247798602247)",0380,1590,SHUTTLE0002,45.03847678182716,338.3461589272757,1590.0,1715.0,True,SHUTTLE0002,2.0,1998.0,-55.346158927275724
2026-03-03 14:00:04_100_0.3_18,23,2,dynamic_23,"(126.82659917378183, 37.313458550403844)",0050,1611,SHUTTLE0004,244.3493010386454,226.3493010386454,1611.0,1826.0,True,SHUTTLE0004,,2031.0,-21.349301038645393
2026-03-03 14:00:04_100_0.3_18,24,1,dynamic_24,"(126.8352535886907, 37.29247798602247)",0380,1620,SHUTTLE0002,1.038476781827157,339.03847678182717,1620.0,1680.0,True,SHUTTLE0002,1.0,1975.0,-44.03847678182717
2026-03-03 14:00:04_100_0.3_18,25,2,dynamic_25,"(126.85836505156182, 37.316002650009764)",0444,1640,SHUTTLE0006,362.3143700098843,267.3143700098843,1640.0,1855.0,True,SHUTTLE0006,2.0,2598.0,475.6856299901157
2026-03-03 14:00:04_100_0.3_18,26,1,dynamic_26,"(126.8352535886907, 37.29247798602247)",0380,1650,SHUTTLE0005,235.75043449634683,584.3461589272757,1650.0,1870.0,True,SHUTTLE0005,2.0,2694.0,239.65384107272428
2026-03-03 14:00:04_100_0.3_18,27,1,dynamic_27,"(126.8352535886907, 37.29247798602247)",0380,1680,SHUTTLE0003,307.3461589272757,338.3461589272757,1680.0,1941.0,True,SHUTTLE0003,3.0,2602.0,322.6538410727243
2026-03-03 14:00:04_100_0.3_18,28,1,dynamic_28,"(126.8352535886907, 37.29247798602247)",0380,1710,SHUTTLE0003,279.03847678182717,338.3461589272757,1710.0,2146.0,True,SHUTTLE0003,2.0,2607.0,122.65384107272428
2026-03-03 14:00:04_100_0.3_18,29,4,dynamic_29,"(126.84007864079825, 37.30025114847065)",0456,1726,SHUTTLE0002,556.2566214565841,135.2566214565841,1726.0,2185.0,True,SHUTTLE0002,2.0,2305.0,-15.2566214565841
2026-03-03 14:00:04_100_0.3_18,30,1,dynamic_30,"(126.8352535886907, 37.29247798602247)",0380,1740,SHUTTLE0002,13.346158927275718,338.3461589272757,1740.0,1775.0,True,SHUTTLE0002,,1970.0,-143.34615892727572
2026-03-03 14:00:04_100_0.3_18,31,1,dynamic_31,"(126.8352535886907, 37.29247798602247)",0380,1770,SHUTTLE0003,203.03847678182717,339.03847678182717,1770.0,1976.0,True,SHUTTLE0003,1.0,2566.0,250.96152321817283
2026-03-03 14:00:04_100_0.3_18,32,3,dynamic_32,"(126.83358534079716, 37.310510166314856)",0059,1786,SHUTTLE0001,90.41841397819292,24.41841397819291,1786.0,1861.0,True,SHUTTLE0001,,1916.0,30.58158602180709
2026-03-03 14:00:04_100_0.3_18,33,3,dynamic_33,"(126.83417770271456, 37.29917831404139)",0116,1826,SHUTTLE0003,241.55029836972307,312.8579805151716,1826.0,2061.0,True,SHUTTLE0003,,2321.0,-52.85798051517162
2026-03-03 14:00:04_100_0.3_18,34,3,dynamic_34,"(126.83310432233094, 37.31485174525354)",0349,1878,SHUTTLE0006,254.06042683232175,294.06042683232175,1878.0,2093.0,True,SHUTTLE0006,1.0,2483.0,95.93957316767825
2026-03-03 14:00:04_100_0.3_18,35,4,dynamic_35,"(126.83880505797201, 37.29786734803896)",0022,1885,SHUTTLE0005,82.13520985344857,209.13520985344857,1885.0,2239.0,True,SHUTTLE0005,1.0,2384.0,-64.13520985344857
2026-03-03 14:00:04_100_0.3_18,36,3,dynamic_36,"(126.84182975155426, 37.29686895289994)",0117,1924,SHUTTLE0005,77.09296876705812,227.09296876705812,1924.0,1979.0,True,SHUTTLE0005,,2104.0,-102.09296876705812
2026-03-03 14:00:04_100_0.3_18,37,3,dynamic_37,"(126.83404514899436, 37.29739678643654)",0059,1978,SHUTTLE0002,324.7724380705423,252.25919515737408,1978.0,2270.0,True,SHUTTLE0002,1.0,2540.0,17.74080484262592
2026-03-03 14:00:04_100_0.3_18,38,2,dynamic_38,"(126.83056536823231, 37.30898189434227)",0069,2037,SHUTTLE0001,118.22375071582887,183.22375071582888,2037.0,2172.0,True,SHUTTLE0001,,2387.0,31.776249284171115
2026-03-03 14:00:04_100_0.3_18,39,3,dynamic_39,"(126.83866757700281, 37.29789032210923)",0082,2063,SHUTTLE0002,347.143371502955,195.1117382750387,2063.0,2377.0,True,SHUTTLE0002,,2565.0,-7.111738275038704
2026-03-03 14:00:04_100_0.3_18,40,2,dynamic_40,"(126.82578346408172, 37.31648592982731)",0019,2075,,,,,,False,,,,
2026-03-03 14:00:04_100_0.3_18,41,4,dynamic_41,"(126.83948811694508, 37.30146062416966)",0349,2110,SHUTTLE0002,636.3437379355727,161.0886281575789,2110.0,2755.0,True,SHUTTLE0002,2.0,3335.0,418.9113718424211
2026-03-03 14:00:04_100_0.3_18,42,4,dynamic_42,"(126.83768684014149, 37.298441531377996)",0349,2158,SHUTTLE0006,166.07238936434916,212.07238936434916,2158.0,2333.0,True,SHUTTLE0006,,2478.0,-67.07238936434916
2026-03-03 14:00:04_100_0.3_18,43,2,dynamic_43,"(126.83701009762835, 37.29896163220695)",0214,2291,SHUTTLE0004,252.31422153392955,48.314221533929555,2291.0,2486.0,True,SHUTTLE0004,,2561.0,26.685778466070445
2026-03-03 14:00:04_100_0.3_18,44,2,dynamic_44,"(126.83319145731468, 37.307438376018645)",0203,2352,SHUTTLE0002,221.48809413495502,286.44187390003543,2352.0,2620.0,True,SHUTTLE0002,1.0,3095.0,188.55812609996457
2026-03-03 14:00:04_100_0.3_18,45,4,dynamic_45,"(126.8379954433636, 37.300700654029235)",0059,2413,,,,,,False,,,,
2026-03-03 14:00:04_100_0.3_18,46,2,dynamic_46,"(126.83899930005371, 37.29673927636644)",0203,2515,SHUTTLE0002,237.79948928283557,247.0929977979225,2515.0,2850.0,True,SHUTTLE0002,,3100.0,2.907002202077507
2026-03-03 14:00:04_100_0.3_18,47,4,dynamic_47,"(126.83799213218676, 37.298547474510954)",0116,2587,SHUTTLE0003,273.057962699902,183.05796269990202,2587.0,2812.0,True,SHUTTLE0003,,2967.0,-28.05796269990202
2026-03-03 14:00:04_100_0.3_18,48,2,dynamic_48,"(126.8286495151442, 37.28854786127016)",0173,2723,SHUTTLE0001,125.18478483778958,144.18478483778958,2723.0,2798.0,True,SHUTTLE0001,,2883.0,-59.18478483778958
2026-03-03 14:00:04_100_0.3_18,49,3,dynamic_49,"(126.86315721353203, 37.3031124600807)",0059,2800,SHUTTLE0004,126.20962806371743,250.20962806371742,2800.0,2895.0,True,SHUTTLE0004,1.0,3278.0,132.79037193628258
