scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,pathChanged,boardingtime,success,shuttleID,arrivaltime,increased_time
2026-03-03 14:13:28_100_0.3_69,1,2,dynamic_1,"(126.84512545067257, 37.30544490664282)",0187,151,SHUTTLE0002,77.09273255437114,103.09273255437114,151.0,1.0,659.0,True,SHUTTLE0002,784.0,21.90726744562886
2026-03-03 14:13:28_100_0.3_69,2,2,dynamic_2,"(126.83409271148886, 37.2951888835087)",0082,184,SHUTTLE0002,160.17310514087202,229.17310514087202,184.0,,339.0,True,SHUTTLE0002,514.0,-54.173105140872025
2026-03-03 14:13:28_100_0.3_69,3,4,dynamic_3,"(126.83567143898057, 37.294198588151424)",0031,362,SHUTTLE0004,247.1121092592351,19.11210925923511,362.0,,537.0,True,SHUTTLE0004,572.0,15.887890740764892
2026-03-03 14:13:28_100_0.3_69,4,3,dynamic_4,"(126.8379969652318, 37.29826591332746)",0082,502,SHUTTLE0004,109.27937636462306,179.05515784615284,502.0,,637.0,True,SHUTTLE0004,782.0,-34.05515784615284
2026-03-03 14:13:28_100_0.3_69,5,3,dynamic_5,"(126.84684721919955, 37.30833740914908)",0274,617,SHUTTLE0001,135.13044607991213,218.13044607991213,617.0,,772.0,True,SHUTTLE0001,947.0,-43.13044607991213
2026-03-03 14:13:28_100_0.3_69,6,4,dynamic_6,"(126.84014793092658, 37.2955245675019)",0329,636,SHUTTLE0003,318.2044209603617,302.20442096036174,636.0,,901.0,True,SHUTTLE0003,1156.0,-47.204420960361745
2026-03-03 14:13:28_100_0.3_69,7,3,dynamic_7,"(126.86421324312506, 37.30246464538729)",0053,710,SHUTTLE0006,159.30464240496352,184.30464240496352,710.0,1.0,815.0,True,SHUTTLE0006,1459.0,459.6953575950365
2026-03-03 14:13:28_100_0.3_69,8,3,dynamic_8,"(126.83338295054148, 37.30873062474344)",0362,737,SHUTTLE0005,139.32745471754012,194.32745471754015,737.0,,932.0,True,SHUTTLE0005,1067.0,-59.32745471754015
2026-03-03 14:13:28_100_0.3_69,9,3,dynamic_9,"(126.8570049931825, 37.29148375729188)",0114,964,SHUTTLE0006,210.35700042045127,300.3570004204513,964.0,,1149.0,True,SHUTTLE0006,1384.0,-65.3570004204513
2026-03-03 14:13:28_100_0.3_69,10,4,dynamic_10,"(126.8510161365836, 37.29584496201324)",0162,1054,SHUTTLE0002,235.3320013385988,302.3320013385988,1054.0,,1249.0,True,SHUTTLE0002,1444.0,-107.33200133859879
2026-03-03 14:13:28_100_0.3_69,11,4,dynamic_11,"(126.8340323017746, 37.29481717998195)",0182,1126,SHUTTLE0005,42.24841641673926,239.24841641673925,1126.0,,1171.0,True,SHUTTLE0005,1356.0,-54.248416416739246
2026-03-03 14:13:28_100_0.3_69,12,3,dynamic_12,"(126.85574878482343, 37.3027873222696)",0116,1207,SHUTTLE0003,105.3318192188009,201.3318192188009,1207.0,,1292.0,True,SHUTTLE0003,1487.0,-6.331819218800888
2026-03-03 14:13:28_100_0.3_69,13,4,dynamic_13,"(126.83976873530887, 37.2975306685594)",0203,1296,SHUTTLE0001,123.33933106692353,247.33933106692353,1296.0,,1371.0,True,SHUTTLE0001,1616.0,-2.3393310669235348
2026-03-03 14:13:28_100_0.3_69,14,2,dynamic_14,"(126.82690471642809, 37.318539263947436)",0274,1351,SHUTTLE0004,73.32029180527758,307.3202918052776,1351.0,,1446.0,True,SHUTTLE0004,1691.0,-62.32029180527758
2026-03-03 14:13:28_100_0.3_69,15,2,dynamic_15,"(126.84512485300063, 37.31086660096375)",0349,1475,SHUTTLE0006,116.32829942733493,201.3282994273349,1475.0,1.0,2001.0,True,SHUTTLE0006,2166.0,-36.32829942733491
2026-03-03 14:13:28_100_0.3_69,16,1,dynamic_16,"(126.8352535886907, 37.29247798602247)",0380,1500,SHUTTLE0002,13.346158927275718,338.3461589272757,1500.0,4.0,1535.0,True,SHUTTLE0002,,
2026-03-03 14:13:28_100_0.3_69,17,1,dynamic_17,"(126.8352535886907, 37.29247798602247)",0380,1530,SHUTTLE0003,223.34615892727572,338.3461589272757,1530.0,2.0,1715.0,True,SHUTTLE0003,,
2026-03-03 14:13:28_100_0.3_69,18,1,dynamic_18,"(126.8352535886907, 37.29247798602247)",0380,1560,SHUTTLE0002,13.346158927275718,338.3461589272757,1560.0,3.0,1595.0,True,SHUTTLE0002,,
2026-03-03 14:13:28_100_0.3_69,19,1,dynamic_19,"(126.8352535886907, 37.29247798602247)",0380,1590,SHUTTLE0005,233.34615892727572,338.3461589272757,1590.0,1.0,2029.0,True,SHUTTLE0005,2224.0,-143.34615892727572
2026-03-03 14:13:28_100_0.3_69,20,2,dynamic_20,"(126.84083570882875, 37.31152365637987)",0116,1604,SHUTTLE0005,119.1919133785671,119.19191337856711,1604.0,,1729.0,True,SHUTTLE0005,1854.0,5.808086621432892
2026-03-03 14:13:28_100_0.3_69,21,3,dynamic_21,"(126.86420579641846, 37.303481997744484)",0176,1606,SHUTTLE0006,184.44531970062437,118.44531970062437,1606.0,,1791.0,True,SHUTTLE0006,1906.0,-3.445319700624367
2026-03-03 14:13:28_100_0.3_69,22,1,dynamic_22,"(126.8352535886907, 37.29247798602247)",0380,1620,SHUTTLE0002,13.346158927275718,338.3461589272757,1620.0,2.0,1655.0,True,SHUTTLE0002,,
2026-03-03 14:13:28_100_0.3_69,23,2,dynamic_23,"(126.8185130797638, 37.314217582644126)",0253,1627,SHUTTLE0001,117.14796751753164,86.14796751753164,1627.0,1.0,1743.0,True,SHUTTLE0001,2290.0,460.85203248246836
2026-03-03 14:13:28_100_0.3_69,24,1,dynamic_24,"(126.8352535886907, 37.29247798602247)",0380,1650,SHUTTLE0003,99.03847678182716,338.3461589272757,1650.0,1.0,1750.0,True,SHUTTLE0003,,
2026-03-03 14:13:28_100_0.3_69,25,3,dynamic_25,"(126.83243127047407, 37.30892525473863)",0048,1658,SHUTTLE0001,251.50560865336692,256.20967361830367,1658.0,2.0,2610.0,True,SHUTTLE0001,2860.0,-6.209673618303668
2026-03-03 14:13:28_100_0.3_69,26,1,dynamic_26,"(126.8352535886907, 37.29247798602247)",0380,1680,SHUTTLE0002,13.346158927275718,338.3461589272757,1680.0,1.0,1715.0,True,SHUTTLE0002,2290.0,236.65384107272428
2026-03-03 14:13:28_100_0.3_69,27,1,dynamic_27,"(126.8352535886907, 37.29247798602247)",0380,1710,SHUTTLE0004,99.34615892727572,338.3461589272757,1710.0,2.0,2156.0,True,SHUTTLE0004,2386.0,-108.34615892727572
2026-03-03 14:13:28_100_0.3_69,28,1,dynamic_28,"(126.8352535886907, 37.29247798602247)",0380,1740,SHUTTLE0004,45.03847678182716,338.3461589272757,1740.0,1.0,2191.0,True,SHUTTLE0004,2578.0,48.653841072724276
2026-03-03 14:13:28_100_0.3_69,29,2,dynamic_29,"(126.832309479851, 37.31146012830574)",0274,1741,SHUTTLE0004,203.04163498919644,247.04163498919644,1741.0,,1926.0,True,SHUTTLE0004,2091.0,-82.04163498919644
2026-03-03 14:13:28_100_0.3_69,30,1,dynamic_30,"(126.8352535886907, 37.29247798602247)",0380,1770,SHUTTLE0003,0.346158927275719,338.3461589272757,1770.0,,1795.0,True,SHUTTLE0003,1990.0,-143.34615892727572
2026-03-03 14:13:28_100_0.3_69,31,2,dynamic_31,"(126.83183518360279, 37.30998055909675)",0203,1785,SHUTTLE0002,148.13823879135063,85.13823879135064,1785.0,,1940.0,True,SHUTTLE0002,2035.0,9.861761208649355
2026-03-03 14:13:28_100_0.3_69,32,2,dynamic_32,"(126.83441110812872, 37.29769806265765)",0116,1815,SHUTTLE0001,273.36850564163433,192.36850564163433,1815.0,,2050.0,True,SHUTTLE0001,2205.0,-37.36850564163433
2026-03-03 14:13:28_100_0.3_69,33,2,dynamic_33,"(126.84229639393808, 37.31857256679484)",0446,1825,SHUTTLE0001,775.9101709037159,157.5925068570545,1825.0,,2455.0,True,SHUTTLE0001,2645.0,32.4074931429455
2026-03-03 14:13:28_100_0.3_69,34,2,dynamic_34,"(126.85248825323468, 37.28394769314211)",0099,2224,SHUTTLE0006,139.28562127477537,445.28562127477534,2224.0,1.0,2319.0,True,SHUTTLE0006,2850.0,85.71437872522466
2026-03-03 14:13:28_100_0.3_69,35,2,dynamic_35,"(126.83329768446312, 37.29749169167245)",0456,2257,SHUTTLE0005,303.2619857600459,50.26198576004589,2257.0,,2472.0,True,SHUTTLE0005,2517.0,-5.261985760045889
2026-03-03 14:13:28_100_0.3_69,36,2,dynamic_36,"(126.8346155828565, 37.295443184450164)",0114,2355,SHUTTLE0006,317.04800996677284,68.04800996677284,2355.0,,2530.0,True,SHUTTLE0006,2585.0,-13.048009966772838
2026-03-03 14:13:28_100_0.3_69,37,2,dynamic_37,"(126.8337997941463, 37.294301286530256)",0019,2540,SHUTTLE0005,55.426583065110236,71.42658306511024,2540.0,,2585.0,True,SHUTTLE0005,2650.0,-6.426583065110236
2026-03-03 14:13:28_100_0.3_69,38,2,dynamic_38,"(126.8464029291498, 37.31665799742484)",0327,2563,SHUTTLE0004,239.1891370860891,154.1891370860891,2563.0,,2743.0,True,SHUTTLE0004,2938.0,40.81086291391091
2026-03-03 14:13:28_100_0.3_69,39,4,dynamic_39,"(126.86268974610572, 37.303217311724715)",0456,2859,SHUTTLE0005,219.31392602205412,299.31392602205415,2859.0,2.0,3034.0,True,SHUTTLE0005,,
2026-03-03 14:13:28_100_0.3_69,40,3,dynamic_40,"(126.85119178070433, 37.29519658980047)",0116,2943,SHUTTLE0001,252.37986640613732,264.37986640613735,2943.0,3.0,3108.0,True,SHUTTLE0001,,
2026-03-03 14:13:28_100_0.3_69,41,4,dynamic_41,"(126.85129393678194, 37.296106240099284)",0105,3009,SHUTTLE0004,263.23800378769073,159.23800378769073,3009.0,1.0,3214.0,True,SHUTTLE0004,,
2026-03-03 14:13:28_100_0.3_69,42,3,dynamic_42,"(126.83177193960731, 37.31004622002778)",0286,3015,SHUTTLE0006,126.1670408652284,130.1670408652284,3015.0,1.0,3166.0,True,SHUTTLE0006,3416.0,119.83295913477161
2026-03-03 14:13:28_100_0.3_69,43,2,dynamic_43,"(126.81721405467458, 37.28528609484213)",0310,3041,SHUTTLE0006,318.7890553672042,341.4549736367474,3041.0,,3351.0,True,SHUTTLE0006,,
2026-03-03 14:13:28_100_0.3_69,44,2,dynamic_44,"(126.83961117426955, 37.296949403491745)",0271,3147,SHUTTLE0001,179.2376572808632,193.2376572808632,3147.0,2.0,3292.0,True,SHUTTLE0001,,
2026-03-03 14:13:28_100_0.3_69,45,2,dynamic_45,"(126.83146163202264, 37.30871752877895)",0214,3187,SHUTTLE0005,147.20179658758082,129.20179658758082,3187.0,1.0,3312.0,True,SHUTTLE0005,,
2026-03-03 14:13:28_100_0.3_69,46,3,dynamic_46,"(126.8314420342855, 37.31028446971881)",0345,3290,,,,,,,False,,,
2026-03-03 14:13:28_100_0.3_69,47,2,dynamic_47,"(126.83059226512457, 37.308703158566345)",0366,3292,SHUTTLE0004,228.14399300519767,142.14399300519767,3292.0,,3497.0,True,SHUTTLE0004,,
2026-03-03 14:13:28_100_0.3_69,48,2,dynamic_48,"(126.83182635046892, 37.312847150284426)",0375,3353,,,,,,,False,,,
2026-03-03 14:13:28_100_0.3_69,49,2,dynamic_49,"(126.8360813220036, 37.31710762676465)",0059,3358,SHUTTLE0001,173.26675985776404,84.26675985776404,3358.0,1.0,,,,,
2026-03-03 14:13:28_100_0.3_69,50,4,dynamic_50,"(126.83702763444232, 37.296402199423476)",0059,3368,SHUTTLE0001,105.27713138839515,228.27713138839516,3368.0,,3453.0,True,SHUTTLE0001,,
2026-03-03 14:13:28_100_0.3_69,51,2,dynamic_51,"(126.84428742642167, 37.31151561942872)",0375,3421,,,,,,,False,,,
2026-03-03 14:13:28_100_0.3_69,52,4,dynamic_52,"(126.84531123856891, 37.32022663982705)",0349,3438,SHUTTLE0006,234.03838446824915,268.03838446824915,3438.0,,,,,,
2026-03-03 14:13:28_100_0.3_69,53,2,dynamic_53,"(126.82816381433788, 37.311814601070004)",0114,3443,SHUTTLE0005,164.23092519262025,245.23092519262025,3443.0,,,,,,
2026-03-03 14:13:28_100_0.3_69,54,2,dynamic_54,"(126.83659029120989, 37.29407682051887)",0052,3519,,,,,,,False,,,
