Scenario,Condition,Seed,Group,N_rows,N_success,MeanWait,MedianWait,P95Wait,Gini,TargetRequestedN,TargetSuccessN,TargetFailedN,TargetComplete10
Festival,Uniform,27,Target,10,10,266.7,236.5,476.0499999999998,0.22860892388451445,10,10,0,1
Festival,Uniform,27,Background,38,37,163.16216216216216,125.0,369.1999999999993,0.35744440813183564,10,10,0,1
Festival,Uniform,27,Total,48,47,185.19148936170214,145.0,456.5999999999994,0.35348384699624524,10,10,0,1
Festival,Uniform,28,Target,10,10,118.0,67.5,261.49999999999994,0.4152542372881356,10,10,0,1
Festival,Uniform,28,Background,39,36,132.91666666666666,115.0,309.25,0.3675548589341693,10,10,0,1
Festival,Uniform,28,Total,49,46,129.67391304347825,110.0,272.5,0.3861255876671891,10,10,0,1
Festival,Uniform,29,Target,10,10,59.5,55.0,102.49999999999994,0.2176470588235294,10,10,0,1
Festival,Uniform,29,Background,35,27,173.11111111111111,157.0,305.6,0.30307928810282253,10,10,0,1
Festival,Uniform,29,Total,45,37,142.40540540540542,115.0,301.59999999999997,0.3666422163290639,10,10,0,1
Festival,Uniform,30,Target,10,10,101.0,85.0,161.49999999999997,0.22376237623762377,10,10,0,1
Festival,Uniform,30,Background,38,36,120.97222222222223,110.0,218.0,0.30838754943232555,10,10,0,1
Festival,Uniform,30,Total,48,46,116.6304347826087,105.0,208.75,0.29653956805381093,10,10,0,1
Festival,Uniform,31,Target,10,10,151.1,137.5,277.75,0.34645929847782925,10,10,0,1
Festival,Uniform,31,Background,46,40,145.225,125.0,321.24999999999994,0.32687639869168533,10,10,0,1
Festival,Uniform,31,Total,56,50,146.4,127.5,312.34999999999997,0.33552459016393443,10,10,0,1
Festival,Uniform,32,Target,10,10,166.2,151.5,294.54999999999995,0.2766546329723225,10,10,0,1
Festival,Uniform,32,Background,44,40,190.875,156.5,427.24999999999994,0.2851637197118533,10,10,0,1
Festival,Uniform,32,Total,54,50,185.94,155.0,409.7999999999999,0.2862923523717328,10,10,0,1
Festival,Uniform,33,Target,10,10,142.1,107.5,308.9999999999999,0.3999296270232231,10,10,0,1
Festival,Uniform,33,Background,44,41,138.7560975609756,125.0,345.0,0.31611711089865335,10,10,0,1
Festival,Uniform,33,Total,54,51,139.41176470588235,125.0,350.0,0.3382201263065001,10,10,0,1
Festival,Uniform,34,Target,10,10,188.0,132.5,447.9499999999997,0.4023404255319149,10,10,0,1
Festival,Uniform,34,Background,47,40,136.875,130.0,233.24999999999983,0.28942922374429225,10,10,0,1
Festival,Uniform,34,Total,57,50,147.1,132.5,303.79999999999995,0.32726852481305235,10,10,0,1
Festival,Uniform,35,Target,10,10,150.5,140.0,248.24999999999997,0.26411960132890366,10,10,0,1
Festival,Uniform,35,Background,34,34,125.52941176470588,115.0,225.24999999999997,0.2723964937427642,10,10,0,1
Festival,Uniform,35,Total,44,44,131.20454545454547,120.0,239.25,0.2756759523172133,10,10,0,1
Festival,Uniform,36,Target,10,10,219.4,157.0,424.4,0.314767547857794,10,10,0,1
Festival,Uniform,36,Background,48,44,130.38636363636363,105.0,263.5,0.3283193623528293,10,10,0,1
Festival,Uniform,36,Total,58,54,146.87037037037038,122.0,344.79999999999984,0.34708387621008974,10,10,0,1
Festival,Uniform,37,Target,10,10,129.4,96.0,253.94999999999993,0.33632148377125193,10,10,0,1
Festival,Uniform,37,Background,48,39,126.51282051282051,115.0,275.20000000000005,0.33454938521821376,10,10,0,1
Festival,Uniform,37,Total,58,49,127.10204081632654,115.0,273.59999999999997,0.337809497594799,10,10,0,1
Festival,Uniform,38,Target,10,10,88.0,77.5,150.5,0.2318181818181818,10,10,0,1
Festival,Uniform,38,Background,45,37,133.83783783783784,115.0,294.79999999999984,0.40109374317774965,10,10,0,1
Festival,Uniform,38,Total,55,47,124.08510638297872,105.0,281.0999999999999,0.3884292093511951,10,10,0,1
Festival,Uniform,39,Target,10,8,185.75,180.0,316.25,0.2528600269179004,10,8,2,1
Festival,Uniform,39,Background,56,52,177.8846153846154,140.0,460.4999999999997,0.3478461538461538,10,8,2,1
Festival,Uniform,39,Total,66,60,178.93333333333334,145.0,432.4999999999998,0.33782911077993044,10,8,2,1
Festival,Uniform,40,Target,10,10,146.6,149.0,245.0,0.2713506139154161,10,10,0,1
Festival,Uniform,40,Background,34,33,161.54545454545453,135.0,314.2,0.24789254389704588,10,10,0,1
Festival,Uniform,40,Total,44,43,158.06976744186048,135.0,302.49999999999994,0.2557078875427258,10,10,0,1
Festival,Uniform,41,Target,10,10,108.3,65.0,255.14999999999992,0.40415512465373965,10,10,0,1
Festival,Uniform,41,Background,46,43,157.8139534883721,135.0,326.9,0.2847312181714748,10,10,0,1
Festival,Uniform,41,Total,56,53,148.47169811320754,132.0,311.4,0.316680933301683,10,10,0,1
Festival,Uniform,42,Target,10,10,197.0,185.0,396.04999999999995,0.31401015228426393,10,10,0,1
Festival,Uniform,42,Background,59,56,147.58928571428572,125.0,385.25,0.3627409039840982,10,10,0,1
Festival,Uniform,42,Total,69,66,155.07575757575756,130.0,385.75,0.36254533611641576,10,10,0,1
Festival,Uniform,43,Target,10,10,128.4,100.0,284.34999999999985,0.3710280373831776,10,10,0,1
Festival,Uniform,43,Background,40,37,186.94594594594594,145.0,479.9999999999998,0.35678645249268354,10,10,0,1
Festival,Uniform,43,Total,50,47,174.48936170212767,145.0,447.8999999999997,0.36777559560717815,10,10,0,1
Festival,Uniform,44,Target,10,10,183.1,159.5,418.74999999999994,0.4093391589295467,10,10,0,1
Festival,Uniform,44,Background,45,41,138.90243902439025,115.0,270.0,0.3369665303325553,10,10,0,1
Festival,Uniform,44,Total,55,51,147.5686274509804,125.0,393.0,0.3644880753257987,10,10,0,1
Festival,Uniform,45,Target,10,10,80.5,70.0,130.5,0.21180124223602487,10,10,0,1
Festival,Uniform,45,Background,42,39,192.92307692307693,135.0,528.4000000000001,0.4044834307992202,10,10,0,1
Festival,Uniform,45,Total,52,49,169.9795918367347,125.0,505.7999999999997,0.4178172649777884,10,10,0,1
Festival,Uniform,46,Target,10,10,255.5,252.5,475.5,0.3395303326810176,10,10,0,1
Festival,Uniform,46,Background,28,26,158.65384615384616,115.0,418.25,0.3977902097902098,10,10,0,1
Festival,Uniform,46,Total,38,36,185.55555555555554,117.5,472.5,0.40834165003326683,10,10,0,1
Festival,Uniform,47,Target,10,10,108.5,107.5,182.49999999999994,0.26682027649769585,10,10,0,1
Festival,Uniform,47,Background,41,31,161.19354838709677,90.0,560.5,0.5042122047422002,10,10,0,1
Festival,Uniform,47,Total,51,41,148.34146341463415,90.0,557.0,0.47656018158340085,10,10,0,1
Festival,Uniform,48,Target,10,10,204.4,115.0,535.3,0.42113502935420744,10,10,0,1
Festival,Uniform,48,Background,54,50,184.62,115.0,585.4499999999995,0.4482309608926443,10,10,0,1
Festival,Uniform,48,Total,64,60,187.91666666666666,115.0,570.0499999999997,0.44641389504804146,10,10,0,1
Festival,Uniform,49,Target,10,10,160.0,157.5,283.25,0.29,10,10,0,1
Festival,Uniform,49,Background,40,37,139.75675675675674,135.0,244.39999999999998,0.2627961552734324,10,10,0,1
Festival,Uniform,49,Total,50,47,144.06382978723406,135.0,267.4999999999999,0.2729160971225847,10,10,0,1
Festival,Uniform,50,Target,10,10,135.3,122.5,232.64999999999998,0.29689578713968956,10,10,0,1
Festival,Uniform,50,Background,38,37,116.67567567567568,95.0,246.99999999999994,0.30546738538399415,10,10,0,1
Festival,Uniform,50,Total,48,47,120.63829787234043,95.0,244.39999999999998,0.3104656835153289,10,10,0,1
Festival,Uniform,51,Target,10,10,129.5,122.5,205.99999999999997,0.2335907335907336,10,10,0,1
Festival,Uniform,51,Background,30,29,110.34482758620689,105.0,205.0,0.23642241379310344,10,10,0,1
Festival,Uniform,51,Total,40,39,115.25641025641026,105.0,206.0,0.24169304925700918,10,10,0,1
Festival,Uniform,52,Target,10,10,147.8,132.5,248.99999999999991,0.2553450608930988,10,10,0,1
Festival,Uniform,52,Background,39,32,124.0625,115.0,235.74999999999997,0.2801479848866499,10,10,0,1
Festival,Uniform,52,Total,49,42,129.71428571428572,115.0,253.24999999999986,0.2784595482833368,10,10,0,1
Festival,Uniform,53,Target,10,10,208.9,105.0,494.99999999999994,0.46017233125897555,10,10,0,1
Festival,Uniform,53,Background,36,34,116.76470588235294,105.0,238.49999999999997,0.29797006963994666,10,10,0,1
Festival,Uniform,53,Total,46,44,137.70454545454547,105.0,417.5500000000003,0.3867987516691923,10,10,0,1
Festival,Uniform,54,Target,10,10,64.5,65.0,106.99999999999996,0.22093023255813954,10,10,0,1
Festival,Uniform,54,Background,31,27,161.11111111111111,135.0,416.99999999999994,0.35897828863346104,10,10,0,1
Festival,Uniform,54,Total,41,37,135.0,115.0,361.99999999999955,0.39494629764900036,10,10,0,1
Festival,Uniform,55,Target,10,8,143.125,135.0,218.25,0.23962882096069868,10,8,2,1
Festival,Uniform,55,Background,40,38,119.1842105263158,110.0,246.5,0.27473823662711644,10,8,2,1
Festival,Uniform,55,Total,50,46,123.34782608695652,110.0,238.75,0.27470843358722474,10,8,2,1
Festival,Uniform,56,Target,10,10,91.5,72.5,175.99999999999997,0.3218579234972678,10,10,0,1
Festival,Uniform,56,Background,33,30,114.5,95.0,220.49999999999997,0.27292576419213976,10,10,0,1
Festival,Uniform,56,Total,43,40,108.75,90.0,215.49999999999997,0.2895977011494253,10,10,0,1
Festival,Uniform,57,Target,10,10,73.0,70.0,141.49999999999997,0.31095890410958904,10,10,0,1
Festival,Uniform,57,Background,42,40,149.975,145.0,288.6499999999998,0.31360643440573427,10,10,0,1
Festival,Uniform,57,Total,52,50,134.58,115.0,275.99999999999994,0.3427641551493535,10,10,0,1
Festival,Uniform,58,Target,10,10,135.7,105.0,297.3999999999998,0.38518791451731765,10,10,0,1
Festival,Uniform,58,Background,50,44,157.04545454545453,125.0,423.9500000000001,0.38370609130377586,10,10,0,1
Festival,Uniform,58,Total,60,54,153.09259259259258,125.0,395.39999999999964,0.38646515149478744,10,10,0,1
Festival,Uniform,59,Target,10,10,185.6,208.0,285.24999999999994,0.23351293103448278,10,10,0,1
Festival,Uniform,59,Background,30,29,146.6551724137931,110.0,354.5999999999998,0.37503749888516824,10,10,0,1
Festival,Uniform,59,Total,40,39,156.64102564102564,145.0,318.10000000000014,0.34792718603489603,10,10,0,1
Festival,Uniform,60,Target,10,10,143.2,112.5,331.34999999999974,0.379050279329609,10,10,0,1
Festival,Uniform,60,Background,46,42,169.8095238095238,148.0,376.9999999999998,0.31236813289533427,10,10,0,1
Festival,Uniform,60,Total,56,52,164.69230769230768,145.5,380.9,0.3287284877663206,10,10,0,1
Festival,Uniform,61,Target,10,10,96.3,72.5,214.6499999999998,0.3319833852544133,10,10,0,1
Festival,Uniform,61,Background,41,39,127.84615384615384,105.0,262.30000000000007,0.299443570201693,10,10,0,1
Festival,Uniform,61,Total,51,49,121.40816326530613,105.0,275.5999999999998,0.3138788546179944,10,10,0,1
Festival,Uniform,62,Target,10,10,87.0,60.0,193.49999999999991,0.3448275862068966,10,10,0,1
Festival,Uniform,62,Background,43,34,124.67647058823529,107.5,284.89999999999975,0.3089588276924358,10,10,0,1
Festival,Uniform,62,Total,53,44,116.11363636363636,105.0,242.00000000000003,0.3293964305414687,10,10,0,1
Festival,Uniform,63,Target,10,10,118.0,110.0,210.5,0.29915254237288136,10,10,0,1
Festival,Uniform,63,Background,43,40,148.0,120.0,281.94999999999993,0.34650337837837836,10,10,0,1
Festival,Uniform,63,Total,53,50,142.0,120.0,278.29999999999995,0.3427492957746479,10,10,0,1
Festival,Uniform,64,Target,10,10,177.1,161.5,267.75,0.18130999435347261,10,10,0,1
Festival,Uniform,64,Background,32,32,141.1875,132.5,271.99999999999994,0.27141434262948205,10,10,0,1
Festival,Uniform,64,Total,42,42,149.73809523809524,135.0,269.75,0.25562016824538686,10,10,0,1
Festival,Uniform,65,Target,10,10,167.0,180.0,260.5,0.25389221556886227,10,10,0,1
Festival,Uniform,65,Background,50,42,107.64285714285714,85.0,232.0999999999999,0.32093089392359464,10,10,0,1
Festival,Uniform,65,Total,60,52,119.0576923076923,105.0,249.49999999999994,0.32965036094578976,10,10,0,1
Festival,Uniform,66,Target,10,10,113.4,67.5,278.75,0.3860670194003527,10,10,0,1
Festival,Uniform,66,Background,41,39,164.30769230769232,125.0,463.4000000000001,0.363423925221678,10,10,0,1
Festival,Uniform,66,Total,51,49,153.91836734693877,115.0,396.19999999999914,0.3792368180366817,10,10,0,1
Festival,Uniform,67,Target,10,10,142.3,100.0,381.75,0.4609276177090653,10,10,0,1
Festival,Uniform,67,Background,39,38,117.86842105263158,105.0,233.24999999999991,0.312340630544882,10,10,0,1
Festival,Uniform,67,Total,49,48,122.95833333333333,105.0,344.34999999999985,0.35773184231334015,10,10,0,1
Festival,Uniform,68,Target,10,10,73.0,67.5,125.0,0.2602739726027397,10,10,0,1
Festival,Uniform,68,Background,42,38,180.52631578947367,155.0,548.55,0.4103651987110634,10,10,0,1
Festival,Uniform,68,Total,52,48,158.125,117.5,472.9999999999997,0.4289745278875714,10,10,0,1
Festival,Uniform,69,Target,10,10,138.5,105.5,324.8499999999998,0.37725631768953066,10,10,0,1
Festival,Uniform,69,Background,44,39,174.30769230769232,155.0,509.8,0.3649715979813067,10,10,0,1
Festival,Uniform,69,Total,54,49,167.0,155.0,464.7999999999994,0.37204059186915633,10,10,0,1
Festival,Uniform,70,Target,10,9,146.11111111111111,135.0,246.0,0.256020278833967,10,9,1,1
Festival,Uniform,70,Background,42,37,147.32432432432432,135.0,284.1999999999996,0.34985893984242916,10,9,1,1
Festival,Uniform,70,Total,52,46,147.08695652173913,135.0,263.75,0.3336696269069131,10,9,1,1
Festival,Uniform,71,Target,10,10,95.0,90.0,171.49999999999997,0.3242105263157895,10,10,0,1
Festival,Uniform,71,Background,39,37,130.6216216216216,130.0,208.9999999999998,0.2800677772744812,10,10,0,1
Festival,Uniform,71,Total,49,47,123.04255319148936,125.0,198.49999999999997,0.29590030941755185,10,10,0,1
Festival,Uniform,72,Target,10,10,119.0,92.5,214.74999999999994,0.29327731092436976,10,10,0,1
Festival,Uniform,72,Background,40,39,163.02564102564102,125.0,412.80000000000007,0.3535945023834297,10,10,0,1
Festival,Uniform,72,Total,50,49,154.0408163265306,125.0,370.1999999999995,0.35095119128732577,10,10,0,1
Festival,Uniform,73,Target,10,10,75.5,62.5,163.2499999999999,0.31986754966887415,10,10,0,1
Festival,Uniform,73,Background,41,39,196.15384615384616,159.0,511.0000000000001,0.3705044410926764,10,10,0,1
Festival,Uniform,73,Total,51,49,171.53061224489795,145.0,494.1999999999998,0.40546807658220935,10,10,0,1
Festival,Uniform,74,Target,10,10,276.6,187.5,583.0,0.3858279103398409,10,10,0,1
Festival,Uniform,74,Background,46,44,165.11363636363637,127.5,425.90000000000015,0.39805105424513537,10,10,0,1
Festival,Uniform,74,Total,56,54,185.75925925925927,140.0,578.9999999999999,0.41498945860425274,10,10,0,1
Festival,Uniform,75,Target,10,10,123.7,120.5,254.34999999999997,0.3648342764753436,10,10,0,1
Festival,Uniform,75,Background,28,25,127.4,100.0,319.99999999999966,0.3389638932496075,10,10,0,1
Festival,Uniform,75,Total,38,35,126.34285714285714,115.0,293.1999999999998,0.35181236673773986,10,10,0,1
Festival,Uniform,76,Target,10,10,79.7,65.0,173.39999999999995,0.3398996235884567,10,10,0,1
Festival,Uniform,76,Background,30,29,124.13793103448276,110.0,210.99999999999997,0.2753831417624521,10,10,0,1
Festival,Uniform,76,Total,40,39,112.74358974358974,95.0,206.0,0.30647935947003496,10,10,0,1
Festival,Uniform,77,Target,10,10,77.0,72.5,127.75,0.2896103896103896,10,10,0,1
Festival,Uniform,77,Background,42,40,127.25,117.5,214.24999999999977,0.32280943025540276,10,10,0,1
Festival,Uniform,77,Total,52,50,117.2,110.0,210.0,0.33339249146757677,10,10,0,1
Festival,Uniform,78,Target,10,10,134.5,62.5,325.7499999999999,0.45985130111524164,10,10,0,1
Festival,Uniform,78,Background,37,36,127.16666666666667,120.0,232.5,0.25576428328721906,10,10,0,1
Festival,Uniform,78,Total,47,46,128.7608695652174,117.5,273.0,0.3211834484581109,10,10,0,1
Festival,Uniform,79,Target,10,10,180.4,185.0,262.3,0.19944567627494456,10,10,0,1
Festival,Uniform,79,Background,43,42,128.11904761904762,124.0,244.49999999999994,0.29932035999681417,10,10,0,1
Festival,Uniform,79,Total,53,52,138.17307692307693,132.5,261.7,0.28963385257748514,10,10,0,1
Festival,Uniform,80,Target,10,10,121.1,97.5,243.74999999999997,0.37943848059455,10,10,0,1
Festival,Uniform,80,Background,33,32,146.59375,128.0,308.94999999999993,0.30596487955659774,10,10,0,1
Festival,Uniform,80,Total,43,42,140.52380952380952,128.0,254.74999999999997,0.33025931484081267,10,10,0,1
Festival,Uniform,81,Target,10,10,65.5,50.0,131.49999999999997,0.3381679389312977,10,10,0,1
Festival,Uniform,81,Background,48,41,189.34146341463415,115.0,569.0,0.4381509537110056,10,10,0,1
Festival,Uniform,81,Total,58,51,165.05882352941177,100.0,514.0,0.463786750147909,10,10,0,1
Festival,Uniform,82,Target,10,10,185.2,176.5,334.1,0.30032397408207345,10,10,0,1
Festival,Uniform,82,Background,42,40,141.9,95.0,367.69999999999993,0.4170718816067653,10,10,0,1
Festival,Uniform,82,Total,52,50,150.56,97.5,352.0499999999999,0.40531880977683316,10,10,0,1
Festival,Uniform,83,Target,10,10,201.7,189.5,325.9499999999999,0.21660882498760536,10,10,0,1
Festival,Uniform,83,Background,50,48,140.89583333333334,132.5,294.49999999999994,0.34112388486371925,10,10,0,1
Festival,Uniform,83,Total,60,58,151.3793103448276,140.0,306.79999999999995,0.3269538920744639,10,10,0,1
Festival,Uniform,84,Target,10,9,326.22222222222223,353.0,631.8,0.3326521344232516,10,9,1,1
Festival,Uniform,84,Background,47,47,184.5744680851064,155.0,400.49999999999994,0.33232693604758107,10,9,1,1
Festival,Uniform,84,Total,57,56,207.33928571428572,165.0,450.25,0.35831323744724825,10,9,1,1
Festival,Uniform,85,Target,10,10,254.5,242.5,379.74999999999994,0.17929273084479372,10,10,0,1
Festival,Uniform,85,Background,45,39,216.30769230769232,125.0,853.9000000000001,0.45850506376822164,10,10,0,1
Festival,Uniform,85,Total,55,49,224.10204081632654,145.0,759.9999999999987,0.42649176964292684,10,10,0,1
Festival,Uniform,86,Target,10,10,77.1,77.5,123.79999999999998,0.22425421530479897,10,10,0,1
Festival,Uniform,86,Background,42,41,130.78048780487805,105.0,260.0,0.3923999963610229,10,10,0,1
Festival,Uniform,86,Total,52,51,120.25490196078431,95.0,252.5,0.3870606778501389,10,10,0,1
Festival,Uniform,87,Target,10,10,87.0,57.5,193.49999999999991,0.3505747126436782,10,10,0,1
Festival,Uniform,87,Background,39,39,145.2051282051282,115.0,351.5,0.33300280271850113,10,10,0,1
Festival,Uniform,87,Total,49,49,133.3265306122449,110.0,316.7999999999995,0.35347700996823034,10,10,0,1
Festival,Uniform,88,Target,10,10,61.0,57.5,106.99999999999996,0.2360655737704918,10,10,0,1
Festival,Uniform,88,Background,41,40,100.325,90.0,225.74999999999994,0.3368863692997757,10,10,0,1
Festival,Uniform,88,Total,51,50,92.46,85.0,206.9999999999999,0.3392905040017305,10,10,0,1
Festival,Uniform,89,Target,10,10,167.5,70.0,421.0,0.4671641791044776,10,10,0,1
Festival,Uniform,89,Background,45,42,160.28571428571428,125.0,415.99999999999966,0.35702968055909234,10,10,0,1
Festival,Uniform,89,Total,55,52,161.67307692307693,120.0,421.34999999999997,0.39269701988269845,10,10,0,1
Festival,Uniform,90,Target,10,10,116.5,105.0,224.4999999999999,0.33004291845493566,10,10,0,1
Festival,Uniform,90,Background,47,43,168.09302325581396,130.0,427.9,0.34463520418012633,10,10,0,1
Festival,Uniform,90,Total,57,53,158.35849056603774,129.0,422.4,0.35007609665736716,10,10,0,1
Festival,Uniform,91,Target,10,10,126.9,130.0,176.1,0.18699763593380614,10,10,0,1
Festival,Uniform,91,Background,46,41,148.73170731707316,125.0,265.0,0.2846595045156749,10,10,0,1
Festival,Uniform,91,Total,56,51,144.45098039215685,125.0,257.5,0.27201856716624484,10,10,0,1
Festival,Uniform,92,Target,10,10,68.5,65.0,129.9999999999999,0.26350364963503653,10,10,0,1
Festival,Uniform,92,Background,45,41,164.9268292682927,155.0,290.0,0.2822588208135852,10,10,0,1
Festival,Uniform,92,Total,55,51,146.01960784313727,130.0,282.5,0.3251579133063189,10,10,0,1
Festival,Uniform,93,Target,10,10,94.5,80.0,157.75,0.23227513227513227,10,10,0,1
Festival,Uniform,93,Background,48,38,201.73684210526315,177.0,591.9,0.3896631743721422,10,10,0,1
Festival,Uniform,93,Total,58,48,179.39583333333334,137.5,579.4,0.39938499206441375,10,10,0,1
Festival,Uniform,94,Target,10,10,179.9,165.0,346.1999999999998,0.31745414118954973,10,10,0,1
Festival,Uniform,94,Background,39,36,120.25,125.0,200.0,0.2735876902543569,10,10,0,1
Festival,Uniform,94,Total,49,46,133.2173913043478,127.5,242.5,0.3032410035191282,10,10,0,1
Festival,Uniform,95,Target,10,10,148.0,126.0,280.44999999999993,0.30743243243243246,10,10,0,1
Festival,Uniform,95,Background,38,34,102.17647058823529,115.0,184.35,0.2908666057096414,10,10,0,1
Festival,Uniform,95,Total,48,44,112.5909090909091,117.5,232.00000000000003,0.3092634051455206,10,10,0,1
Festival,Uniform,96,Target,10,10,99.1,102.5,164.49999999999997,0.27275479313824424,10,10,0,1
Festival,Uniform,96,Background,39,37,172.67567567567568,142.0,389.5999999999993,0.3407715118467975,10,10,0,1
Festival,Uniform,96,Total,49,47,157.0212765957447,125.0,344.0999999999998,0.34755809260220255,10,10,0,1
Festival,Uniform,97,Target,10,10,107.9,78.5,205.64999999999995,0.33280815569972194,10,10,0,1
Festival,Uniform,97,Background,43,40,138.575,135.0,288.34999999999997,0.2638237416561429,10,10,0,1
Festival,Uniform,97,Total,53,50,132.44,130.0,259.6499999999998,0.2826336454243431,10,10,0,1
Festival,Uniform,98,Target,10,10,136.5,110.0,259.74999999999994,0.3117216117216117,10,10,0,1
Festival,Uniform,98,Background,38,35,116.22857142857143,105.0,250.49999999999977,0.3705857564264644,10,10,0,1
Festival,Uniform,98,Total,48,45,120.73333333333333,105.0,270.9999999999999,0.36272981982534713,10,10,0,1
Festival,Uniform,99,Target,10,10,98.0,67.5,255.24999999999994,0.4336734693877551,10,10,0,1
Festival,Uniform,99,Background,39,38,146.73684210526315,130.0,256.05,0.3041134939213169,10,10,0,1
Festival,Uniform,99,Total,49,48,136.58333333333334,125.0,259.55,0.3405277608297742,10,10,0,1
Festival,Uniform,100,Target,10,10,88.5,62.5,226.74999999999991,0.38587570621468925,10,10,0,1
Festival,Uniform,100,Background,55,53,149.79245283018867,145.0,348.9999999999999,0.37444001074228733,10,10,0,1
Festival,Uniform,100,Total,65,63,140.06349206349208,135.0,319.79999999999995,0.3910834808386939,10,10,0,1
Holiday,Poisson,1,Target,10,10,62.8,57.5,106.64999999999999,0.20828025477707007,10,10,0,1
Holiday,Poisson,1,Background,42,39,167.51282051282053,135.0,392.20000000000016,0.39518499766471604,10,10,0,1
Holiday,Poisson,1,Total,52,49,146.14285714285714,105.0,378.0,0.41813222985046555,10,10,0,1
Holiday,Poisson,2,Target,10,10,71.8,71.0,99.1,0.16518105849582174,10,10,0,1
Holiday,Poisson,2,Background,39,36,92.77777777777777,77.5,175.0,0.32967398536260817,10,10,0,1
Holiday,Poisson,2,Total,49,46,88.21739130434783,75.0,175.0,0.31261919557717444,10,10,0,1
Holiday,Poisson,3,Target,10,10,111.7,99.0,202.04999999999995,0.2650850492390331,10,10,0,1
Holiday,Poisson,3,Background,23,23,99.34782608695652,105.0,175.0,0.2587765198363619,10,10,0,1
Holiday,Poisson,3,Total,33,33,103.0909090909091,103.0,185.0,0.26458589421552386,10,10,0,1
Holiday,Poisson,4,Target,10,10,161.4,85.0,354.49999999999994,0.4083023543990087,10,10,0,1
Holiday,Poisson,4,Background,33,33,153.3030303030303,115.0,375.79999999999984,0.39031548934691845,10,10,0,1
Holiday,Poisson,4,Total,43,43,155.1860465116279,115.0,380.8999999999999,0.4009772111842587,10,10,0,1
Holiday,Poisson,5,Target,10,10,168.4,131.0,368.8499999999998,0.3859857482185273,10,10,0,1
Holiday,Poisson,5,Background,38,37,146.48648648648648,125.0,285.79999999999995,0.28872045477211533,10,10,0,1
Holiday,Poisson,5,Total,48,47,151.14893617021278,125.0,287.79999999999995,0.31566273720529037,10,10,0,1
Holiday,Poisson,6,Target,10,10,213.4,176.5,469.1999999999997,0.364386129334583,10,10,0,1
Holiday,Poisson,6,Background,45,42,131.85714285714286,117.5,235.0,0.3014927169856747,10,10,0,1
Holiday,Poisson,6,Total,55,52,147.53846153846155,132.5,292.0999999999997,0.3365635277131627,10,10,0,1
Holiday,Poisson,7,Target,10,10,64.9,62.5,99.89999999999998,0.18043143297380584,10,10,0,1
Holiday,Poisson,7,Background,44,43,126.69767441860465,120.0,208.49999999999997,0.29123552914660383,10,10,0,1
Holiday,Poisson,7,Total,54,53,115.0377358490566,105.0,200.99999999999997,0.30998232969508666,10,10,0,1
Holiday,Poisson,8,Target,10,10,87.6,59.0,185.74999999999994,0.3776255707762557,10,10,0,1
Holiday,Poisson,8,Background,30,28,107.85714285714286,105.0,187.99999999999997,0.260879848628193,10,10,0,1
Holiday,Poisson,8,Total,40,38,102.52631578947368,105.0,197.99999999999997,0.29791689181886954,10,10,0,1
Holiday,Poisson,9,Target,10,10,149.6,122.5,270.95,0.32312834224598935,10,10,0,1
Holiday,Poisson,9,Background,41,39,143.12820512820514,115.0,295.0000000000002,0.34115150345892015,10,10,0,1
Holiday,Poisson,9,Total,51,49,144.44897959183675,115.0,282.0,0.3405031976056882,10,10,0,1
Holiday,Poisson,10,Target,10,10,132.0,90.5,372.6499999999995,0.443030303030303,10,10,0,1
Holiday,Poisson,10,Background,35,31,140.38709677419354,115.0,280.0,0.36085744781783685,10,10,0,1
Holiday,Poisson,10,Total,45,41,138.34146341463415,110.0,285.0,0.3913017303656816,10,10,0,1
Holiday,Poisson,11,Target,10,10,89.1,71.5,188.04999999999984,0.2948372615039282,10,10,0,1
Holiday,Poisson,11,Background,36,36,152.94444444444446,115.0,337.75,0.32298099043467726,10,10,0,1
Holiday,Poisson,11,Total,46,46,139.06521739130434,105.0,326.25,0.34130468765929683,10,10,0,1
Holiday,Poisson,12,Target,10,10,107.3,104.5,180.89999999999992,0.23271202236719477,10,10,0,1
Holiday,Poisson,12,Background,37,35,141.68571428571428,135.0,286.5,0.2807939388701639,10,10,0,1
Holiday,Poisson,12,Total,47,45,134.04444444444445,125.0,274.9999999999999,0.28076186265841435,10,10,0,1
Holiday,Poisson,13,Target,10,10,170.8,164.0,383.9999999999997,0.39379391100702577,10,10,0,1
Holiday,Poisson,13,Background,37,36,159.75,155.5,308.75,0.3232336405262853,10,10,0,1
Holiday,Poisson,13,Total,47,46,162.15217391304347,155.5,336.25,0.3418951135774116,10,10,0,1
Holiday,Poisson,14,Target,10,10,101.2,102.5,141.39999999999998,0.14960474308300395,10,10,0,1
Holiday,Poisson,14,Background,36,36,122.61111111111111,110.0,248.5,0.32748074309016767,10,10,0,1
Holiday,Poisson,14,Total,46,46,117.95652173913044,105.0,242.25,0.30547765188544684,10,10,0,1
Holiday,Poisson,15,Target,10,10,101.1,81.5,211.3499999999999,0.3187932739861523,10,10,0,1
Holiday,Poisson,15,Background,44,43,153.97674418604652,135.0,437.79999999999984,0.3601858779148797,10,10,0,1
Holiday,Poisson,15,Total,54,53,144.0,115.0,381.79999999999984,0.36379098928048736,10,10,0,1
Holiday,Poisson,16,Target,10,10,119.6,100.0,235.4999999999999,0.3444816053511706,10,10,0,1
