Scenario,Condition,Seed,VehicleRecords,MaxOccupancy,MeanOccupancy,LastTimestamp
Holiday,Synchronized,31,1113,9.0,2.2219227313566936,3599.0
Holiday,Synchronized,32,1278,9.0,2.8067292644757433,3596.0
Holiday,Synchronized,33,1186,7.0,2.172849915682968,3598.0
Holiday,Synchronized,34,1232,9.0,2.166396103896104,3597.0
Holiday,Synchronized,35,1003,8.0,1.8195413758723828,3594.0
Holiday,Synchronized,36,1195,9.0,2.2543933054393306,3598.0
Holiday,Synchronized,37,1124,8.0,2.354982206405694,3598.0
Holiday,Synchronized,38,1119,7.0,2.2645218945487042,3594.0
Holiday,Synchronized,39,1389,8.0,2.2858171346292298,3597.0
Holiday,Synchronized,40,1127,7.0,2.1366459627329193,3595.0
Holiday,Synchronized,41,1217,9.0,2.2325390304026294,3596.0
Holiday,Synchronized,42,1407,7.0,2.1279317697228146,3599.0
Holiday,Synchronized,43,1138,8.0,1.7741652021089631,3595.0
Holiday,Synchronized,44,1201,8.0,2.2939217318900917,3598.0
Holiday,Synchronized,45,993,8.0,2.4431017119838874,3598.0
Holiday,Synchronized,46,813,9.0,1.7761377613776137,3599.0
Holiday,Synchronized,47,1077,8.0,2.0965645311049212,3596.0
Holiday,Synchronized,48,1286,6.0,2.181959564541213,3597.0
Holiday,Synchronized,49,1122,8.0,1.9224598930481283,3592.0
Holiday,Synchronized,50,1064,9.0,2.351503759398496,3596.0
Holiday,Synchronized,51,843,8.0,1.833926453143535,3598.0
Holiday,Synchronized,52,1161,8.0,2.008613264427218,3599.0
Holiday,Synchronized,53,1052,7.0,2.283269961977186,3599.0
Holiday,Synchronized,54,784,8.0,1.9017857142857142,3592.0
Holiday,Synchronized,55,1049,8.0,2.2945662535748332,3598.0
Holiday,Synchronized,56,988,6.0,1.5809716599190284,3595.0
Holiday,Synchronized,57,1232,8.0,1.9301948051948052,3596.0
Holiday,Synchronized,58,1142,8.0,2.3992994746059546,3599.0
Holiday,Synchronized,59,802,9.0,2.458852867830424,3595.0
Holiday,Synchronized,60,1358,7.0,2.0581737849779085,3596.0
Holiday,Synchronized,61,1119,8.0,2.3681858802502234,3597.0
Holiday,Synchronized,62,1131,8.0,2.251105216622458,3598.0
Holiday,Synchronized,63,1175,7.0,2.163404255319149,3599.0
Holiday,Synchronized,64,983,8.0,2.199389623601221,3599.0
Holiday,Synchronized,65,1250,9.0,2.1432,3599.0
Holiday,Synchronized,66,1154,8.0,2.1126516464471403,3592.0
Holiday,Synchronized,67,972,8.0,1.9763374485596708,3598.0
Holiday,Synchronized,68,1036,9.0,2.0723938223938223,3593.0
Holiday,Synchronized,69,1118,9.0,2.20304114490161,3598.0
Holiday,Synchronized,70,987,6.0,1.8004052684903749,3593.0
Holiday,Synchronized,71,1063,6.0,1.9106302916274693,3599.0
Holiday,Synchronized,72,1283,9.0,1.8713951675759937,3594.0
Holiday,Synchronized,73,1201,8.0,2.260616153205662,3595.0
Holiday,Synchronized,74,1211,9.0,2.4145334434351775,3598.0
Holiday,Synchronized,75,805,8.0,1.9204968944099379,3595.0
Holiday,Synchronized,76,950,6.0,1.9915789473684211,3599.0
Holiday,Synchronized,77,1177,7.0,2.138487680543755,3596.0
Holiday,Synchronized,78,995,7.0,2.0472361809045228,3595.0
Holiday,Synchronized,79,1227,8.0,1.9494702526487369,3593.0
Holiday,Synchronized,80,1019,7.0,1.8282630029440627,3597.0
Holiday,Synchronized,81,1321,7.0,1.9462528387585163,3594.0
Holiday,Synchronized,82,1130,9.0,2.7194690265486727,3598.0
Holiday,Synchronized,83,1302,8.0,2.1996927803379416,3594.0
Holiday,Synchronized,84,1366,9.0,2.159590043923865,3598.0
Holiday,Synchronized,85,1198,9.0,2.3848080133555927,3599.0
Holiday,Synchronized,86,1164,7.0,2.415807560137457,3599.0
Holiday,Synchronized,87,1194,7.0,2.2830820770519265,3593.0
Holiday,Synchronized,88,1014,7.0,2.165680473372781,3599.0
Holiday,Synchronized,89,1189,8.0,2.3650126156433977,3598.0
Holiday,Synchronized,90,1225,8.0,2.2857142857142856,3599.0
Holiday,Synchronized,91,1238,8.0,2.2092084006462036,3597.0
Holiday,Synchronized,92,1263,9.0,2.4972288202692003,3594.0
Holiday,Synchronized,93,1498,8.0,2.2790387182910545,3596.0
Holiday,Synchronized,94,1132,6.0,1.9090106007067138,3597.0
Holiday,Synchronized,95,1093,6.0,2.0118938700823423,3598.0
Holiday,Synchronized,96,1115,6.0,1.8269058295964125,3598.0
Holiday,Synchronized,97,1058,8.0,1.9716446124763705,3599.0
Holiday,Synchronized,98,1009,9.0,2.2685827552031714,3598.0
Holiday,Synchronized,99,1056,8.0,2.148674242424242,3595.0
Holiday,Synchronized,100,1379,9.0,2.1798404641044233,3598.0
Holiday,Uniform,1,1225,9.0,2.75265306122449,3593.0
Holiday,Uniform,2,997,6.0,1.9538615847542629,3599.0
Holiday,Uniform,3,740,5.0,1.6472972972972972,3597.0
Holiday,Uniform,4,889,8.0,1.9280089988751405,3593.0
Holiday,Uniform,5,1194,6.0,1.92964824120603,3595.0
Holiday,Uniform,6,1160,8.0,2.543103448275862,3597.0
Holiday,Uniform,7,1289,8.0,2.1311093871218,3599.0
Holiday,Uniform,8,930,6.0,1.9322580645161291,3593.0
Holiday,Uniform,9,1192,7.0,1.9807046979865772,3596.0
Holiday,Uniform,10,974,9.0,3.0051334702258727,3599.0
Holiday,Uniform,11,961,7.0,1.8449531737773153,3599.0
Holiday,Uniform,12,1002,8.0,1.998003992015968,3599.0
Holiday,Uniform,13,1163,6.0,1.768701633705933,3597.0
Holiday,Uniform,14,1001,8.0,2.4325674325674327,3595.0
Holiday,Uniform,15,1200,8.0,2.2608333333333333,3598.0
Holiday,Uniform,16,1164,8.0,2.1151202749140894,3598.0
Holiday,Uniform,17,1105,9.0,2.2588235294117647,3599.0
Holiday,Uniform,18,1294,9.0,2.6831530139103554,3599.0
Holiday,Uniform,19,1158,7.0,1.9930915371329878,3597.0
Holiday,Uniform,20,1192,7.0,1.8338926174496644,3599.0
Holiday,Uniform,21,1354,8.0,2.514032496307238,3598.0
Holiday,Uniform,22,1508,7.0,2.2612732095490715,3596.0
Holiday,Uniform,23,1213,8.0,1.8746908491343777,3597.0
Holiday,Uniform,24,1095,9.0,1.9488584474885844,3599.0
Holiday,Uniform,25,1216,9.0,2.5583881578947367,3543.0
Holiday,Uniform,26,1174,9.0,2.692504258943782,3597.0
Holiday,Uniform,27,1150,8.0,2.3617391304347826,3469.0
Holiday,Uniform,28,1189,8.0,1.8805719091673676,3596.0
Holiday,Uniform,29,803,8.0,1.7397260273972603,3597.0
Holiday,Uniform,30,1120,8.0,1.9348214285714285,3598.0
Holiday,Uniform,31,1160,9.0,2.4603448275862068,3599.0
Holiday,Uniform,32,1372,9.0,2.4030612244897958,3590.0
Holiday,Uniform,33,1164,9.0,2.3496563573883162,3595.0
Holiday,Uniform,34,1391,6.0,1.9769949676491732,3599.0
Holiday,Uniform,35,973,8.0,2.05344295991778,3599.0
Holiday,Uniform,36,1206,9.0,2.355721393034826,3598.0
Holiday,Uniform,37,1190,8.0,2.254621848739496,3598.0
Holiday,Uniform,38,1014,7.0,2.1568047337278107,3599.0
Holiday,Uniform,39,1604,9.0,2.121571072319202,3597.0
Holiday,Uniform,40,1110,6.0,2.108108108108108,3598.0
Holiday,Uniform,41,1339,9.0,2.366691560866318,3598.0
Holiday,Uniform,42,1478,8.0,2.540595399188092,3599.0
Holiday,Uniform,43,1103,6.0,2.1631912964641886,3596.0
Holiday,Uniform,44,1219,8.0,2.373256767842494,3598.0
Holiday,Uniform,45,1095,7.0,2.1315068493150684,3598.0
Holiday,Uniform,46,820,8.0,1.9670731707317073,3599.0
Holiday,Uniform,47,1084,8.0,2.032287822878229,3598.0
Holiday,Uniform,48,1194,9.0,2.4179229480737017,3599.0
Holiday,Uniform,49,1144,8.0,2.097027972027972,3592.0
Holiday,Uniform,50,1072,9.0,2.1529850746268657,3591.0
Holiday,Uniform,51,820,5.0,1.7560975609756098,3596.0
Holiday,Uniform,52,1007,8.0,2.2393247269116188,3598.0
Holiday,Uniform,53,1094,6.0,1.9250457038391224,3599.0
Holiday,Uniform,54,808,8.0,1.943069306930693,3592.0
Holiday,Uniform,55,1104,8.0,2.119565217391304,3593.0
Holiday,Uniform,56,933,6.0,1.60021436227224,3595.0
Holiday,Uniform,57,1270,8.0,1.6881889763779527,3595.0
Holiday,Uniform,58,1183,9.0,2.6060862214708367,3599.0
Holiday,Uniform,59,905,9.0,2.1513812154696135,3595.0
Holiday,Uniform,60,1292,9.0,2.595201238390093,3597.0
Holiday,Uniform,61,1124,8.0,2.281138790035587,3597.0
Holiday,Uniform,62,1036,9.0,2.287644787644788,3593.0
Holiday,Uniform,63,1436,6.0,1.871866295264624,3597.0
Holiday,Uniform,64,988,8.0,2.1568825910931175,3599.0
Holiday,Uniform,65,1155,8.0,2.5324675324675323,3597.0
Holiday,Uniform,66,1157,8.0,2.1849611063094208,3591.0
Holiday,Uniform,67,1055,6.0,1.9298578199052132,3593.0
Holiday,Uniform,68,1091,6.0,2.0953253895508706,3598.0
Holiday,Uniform,69,1246,9.0,2.122792937399679,3598.0
Holiday,Uniform,70,1049,9.0,2.157292659675882,3598.0
Holiday,Uniform,71,1092,6.0,2.14010989010989,3599.0
Holiday,Uniform,72,1165,8.0,1.9931330472103004,3599.0
Holiday,Uniform,73,1127,7.0,2.210292812777285,3595.0
Holiday,Uniform,74,1249,8.0,2.1168935148118493,3598.0
Holiday,Uniform,75,904,7.0,2.025442477876106,3596.0
Holiday,Uniform,76,907,8.0,1.9636163175303198,3599.0
Holiday,Uniform,77,1042,7.0,2.378119001919386,3596.0
Holiday,Uniform,78,1089,8.0,2.0955004591368227,3595.0
Holiday,Uniform,79,1247,8.0,1.7923015236567763,3598.0
Holiday,Uniform,80,1009,7.0,2.187314172447968,3592.0
Holiday,Uniform,81,1280,7.0,1.9390625,3598.0
Holiday,Uniform,82,1239,9.0,2.3034705407586764,3596.0
Holiday,Uniform,83,1301,8.0,2.2221368178324368,3594.0
Holiday,Uniform,84,1477,9.0,2.111712931618145,3598.0
Holiday,Uniform,85,1146,9.0,2.641361256544503,3594.0
Holiday,Uniform,86,1200,7.0,2.1433333333333335,3599.0
Holiday,Uniform,87,1153,8.0,2.2038161318300085,3593.0
Holiday,Uniform,88,993,9.0,2.3192346424974826,3597.0
Holiday,Uniform,89,1107,8.0,2.5121951219512195,3599.0
Holiday,Uniform,90,1295,8.0,2.1637065637065636,3599.0
Holiday,Uniform,91,1251,9.0,2.553956834532374,3597.0
Holiday,Uniform,92,1336,7.0,2.3817365269461077,3598.0
Holiday,Uniform,93,1486,8.0,2.244279946164199,3596.0
Holiday,Uniform,94,1091,8.0,2.0348304307974336,3598.0
Holiday,Uniform,95,1040,8.0,2.0451923076923078,3598.0
Holiday,Uniform,96,1023,8.0,2.0117302052785924,3593.0
Holiday,Uniform,97,1162,7.0,1.7753872633390706,3597.0
Holiday,Uniform,98,1017,6.0,2.325467059980334,3596.0
Holiday,Uniform,99,1142,6.0,1.9422066549912433,3590.0
Holiday,Uniform,100,1294,9.0,2.427357032457496,3596.0
Lunch,Poisson,1,1158,7.0,2.489637305699482,3598.0
Lunch,Poisson,2,1087,7.0,2.267709291628335,3599.0
Lunch,Poisson,3,669,5.0,1.811659192825112,3597.0
Lunch,Poisson,4,842,7.0,1.9667458432304037,3596.0
Lunch,Poisson,5,1161,8.0,2.3850129198966408,3595.0
Lunch,Poisson,6,1243,9.0,2.6122284794851165,3597.0
Lunch,Poisson,7,1230,8.0,2.2910569105691057,3598.0
Lunch,Poisson,8,922,5.0,1.8731019522776573,3593.0
Lunch,Poisson,9,1193,7.0,2.1559094719195304,3598.0
Lunch,Poisson,10,1014,8.0,2.4585798816568047,3599.0
Lunch,Poisson,11,927,8.0,1.9234088457389429,3599.0
Lunch,Poisson,12,989,9.0,2.3053589484327603,3597.0
Lunch,Poisson,13,1242,6.0,1.9565217391304348,3597.0
Lunch,Poisson,14,942,8.0,2.1581740976645434,3595.0
Lunch,Poisson,15,1200,9.0,2.46,3598.0
Lunch,Poisson,16,1147,8.0,2.264167393199651,3596.0
Lunch,Poisson,17,1093,9.0,2.3092406221408965,3599.0
Lunch,Poisson,18,1230,8.0,2.5390243902439025,3599.0
Lunch,Poisson,19,1233,7.0,2.0089213300892133,3596.0
Lunch,Poisson,20,1090,6.0,1.9862385321100917,3599.0
Lunch,Poisson,21,1331,7.0,2.3568745304282492,3595.0
Lunch,Poisson,22,1576,7.0,2.3439086294416245,3596.0
Lunch,Poisson,23,1133,7.0,2.0714916151809355,3597.0
Lunch,Poisson,24,1091,7.0,2.065994500458295,3599.0
Lunch,Poisson,25,1145,8.0,2.6655021834061134,3543.0
Lunch,Poisson,26,1044,9.0,2.8295019157088124,3598.0
Lunch,Poisson,27,1143,8.0,2.3219597550306212,3459.0
Lunch,Poisson,28,1061,8.0,2.0,3596.0
Lunch,Poisson,29,828,8.0,1.7657004830917875,3593.0
Lunch,Poisson,30,1077,9.0,2.308263695450325,3598.0
Lunch,Poisson,31,1197,7.0,2.109440267335004,3599.0
Lunch,Poisson,32,1395,9.0,2.7562724014336917,3595.0
Lunch,Poisson,33,1088,9.0,2.349264705882353,3599.0
Lunch,Poisson,34,1397,7.0,2.262705798138869,3599.0
Lunch,Poisson,35,899,7.0,2.1056729699666294,3599.0
Lunch,Poisson,36,1265,9.0,2.3367588932806322,3598.0
Lunch,Poisson,37,1181,7.0,2.0474174428450467,3598.0
Lunch,Poisson,38,988,7.0,2.2864372469635628,3596.0
Lunch,Poisson,39,1630,8.0,2.287116564417178,3598.0
Lunch,Poisson,40,1082,7.0,2.1219963031423292,3598.0
Lunch,Poisson,41,1254,9.0,2.381977671451356,3598.0
Lunch,Poisson,42,1446,9.0,2.4142461964038726,3599.0
Lunch,Poisson,43,1181,8.0,1.960203217612193,3595.0
Lunch,Poisson,44,1305,8.0,2.466666666666667,3598.0
Lunch,Poisson,45,1146,7.0,1.9013961605584642,3599.0
Lunch,Poisson,46,857,8.0,1.896149358226371,3599.0
Lunch,Poisson,47,952,9.0,2.3361344537815127,3597.0
Lunch,Poisson,48,1230,7.0,2.194308943089431,3599.0
Lunch,Poisson,49,1181,9.0,2.3141405588484334,3592.0
Lunch,Poisson,50,1063,8.0,2.720602069614299,3591.0
Lunch,Poisson,51,863,7.0,1.5735805330243338,3598.0
Lunch,Poisson,52,1107,8.0,2.1373080397470643,3599.0
Lunch,Poisson,53,1080,8.0,2.337037037037037,3599.0
Lunch,Poisson,54,896,8.0,2.0,3599.0
Lunch,Poisson,55,1072,8.0,2.1669776119402986,3593.0
Lunch,Poisson,56,1008,5.0,1.7013888888888888,3595.0
Lunch,Poisson,57,1257,8.0,1.964200477326969,3598.0
Lunch,Poisson,58,1206,8.0,2.5281923714759538,3599.0
Lunch,Poisson,59,908,9.0,2.1696035242290748,3595.0
Lunch,Poisson,60,1323,8.0,2.305366591080877,3596.0
Lunch,Poisson,61,1161,7.0,2.095607235142119,3598.0
Lunch,Poisson,62,1153,7.0,2.1977450130095404,3598.0
Lunch,Poisson,63,1302,8.0,2.098310291858679,3597.0
Lunch,Poisson,64,1028,8.0,2.251945525291829,3599.0
Lunch,Poisson,65,1218,8.0,2.3686371100164205,3599.0
Lunch,Poisson,66,1040,8.0,2.2865384615384614,3592.0
Lunch,Poisson,67,1116,6.0,2.2025089605734767,3593.0
Lunch,Poisson,68,1139,7.0,2.042142230026339,3599.0
Lunch,Poisson,69,1236,9.0,2.088996763754045,3598.0
Lunch,Poisson,70,1072,8.0,2.3386194029850746,3593.0
Lunch,Poisson,71,1023,8.0,2.2238514173998043,3599.0
Lunch,Poisson,72,1248,9.0,1.8525641025641026,3596.0
Lunch,Poisson,73,1166,8.0,2.229845626072041,3593.0
Lunch,Poisson,74,1245,9.0,2.7775100401606427,3598.0
Lunch,Poisson,75,847,5.0,1.9539551357733176,3595.0
Lunch,Poisson,76,926,9.0,2.0928725701943844,3599.0
Lunch,Poisson,77,1077,7.0,2.265552460538533,3596.0
Lunch,Poisson,78,984,7.0,2.051829268292683,3595.0
Lunch,Poisson,79,1218,8.0,2.0566502463054186,3596.0
Lunch,Poisson,80,1138,7.0,2.271528998242531,3597.0
Lunch,Poisson,81,1317,6.0,1.89749430523918,3594.0
Lunch,Poisson,82,1039,8.0,2.4485081809432145,3595.0
Lunch,Poisson,83,1331,8.0,2.262208865514651,3594.0
Lunch,Poisson,84,1453,9.0,2.2044046799724706,3598.0
Lunch,Poisson,85,1252,9.0,2.5838658146964857,3598.0
Lunch,Poisson,86,1172,7.0,2.29778156996587,3599.0
Lunch,Poisson,87,1264,9.0,2.4525316455696204,3593.0
Lunch,Poisson,88,970,7.0,2.1783505154639173,3595.0
Lunch,Poisson,89,1230,8.0,2.2398373983739837,3598.0
Lunch,Poisson,90,1318,8.0,2.4074355083459786,3599.0
Lunch,Poisson,91,1275,9.0,2.7811764705882354,3596.0
Lunch,Poisson,92,1375,9.0,2.634909090909091,3598.0
Lunch,Poisson,93,1439,8.0,2.050034746351633,3599.0
Lunch,Poisson,94,1134,6.0,1.7530864197530864,3596.0
Lunch,Poisson,95,1078,8.0,2.258812615955473,3598.0
Lunch,Poisson,96,989,9.0,2.379170879676441,3597.0
Lunch,Poisson,97,1079,8.0,2.0074142724745134,3597.0
Lunch,Poisson,98,1103,7.0,2.28286491387126,3599.0
Lunch,Poisson,99,1052,8.0,2.286121673003802,3595.0
Lunch,Poisson,100,1381,7.0,2.2099927588703836,3596.0
Lunch,Synchronized,1,1139,9.0,2.7515364354697103,3596.0
Lunch,Synchronized,2,1061,6.0,1.9566446748350612,3599.0
Lunch,Synchronized,3,657,8.0,1.887366818873668,3597.0
Lunch,Synchronized,4,853,7.0,2.3048065650644785,3593.0
Lunch,Synchronized,5,1044,8.0,2.1264367816091956,3595.0
Lunch,Synchronized,6,1143,9.0,2.531933508311461,3599.0
Lunch,Synchronized,7,1267,9.0,2.3283346487766376,3598.0
Lunch,Synchronized,8,890,5.0,1.7483146067415731,3593.0
Lunch,Synchronized,9,1184,9.0,1.978885135135135,3598.0
Lunch,Synchronized,10,1067,8.0,2.472352389878163,3599.0
Lunch,Synchronized,11,965,7.0,1.8414507772020725,3599.0
Lunch,Synchronized,12,1014,8.0,2.1420118343195265,3597.0
Lunch,Synchronized,13,1074,9.0,2.100558659217877,3597.0
Lunch,Synchronized,14,1003,8.0,2.353938185443669,3595.0
Lunch,Synchronized,15,1094,9.0,2.4085923217550276,3598.0
Lunch,Synchronized,16,1187,9.0,2.342038753159225,3598.0
Lunch,Synchronized,17,1079,7.0,2.143651529193698,3599.0
Lunch,Synchronized,18,1247,8.0,2.445870088211708,3599.0
Lunch,Synchronized,19,1218,7.0,2.044334975369458,3597.0
Lunch,Synchronized,20,1094,9.0,2.3171846435100547,3599.0
Lunch,Synchronized,21,1448,8.0,2.4150552486187844,3598.0
Lunch,Synchronized,22,1515,9.0,2.407920792079208,3596.0
Lunch,Synchronized,23,1090,9.0,2.181651376146789,3597.0
Lunch,Synchronized,24,1140,7.0,2.1271929824561404,3590.0
Lunch,Synchronized,25,1083,9.0,2.566943674976916,3588.0
Lunch,Synchronized,26,1229,9.0,2.869812855980472,3597.0
Lunch,Synchronized,27,1047,9.0,2.6599808978032473,3599.0
Lunch,Synchronized,28,1034,9.0,2.1034816247582206,3596.0
Lunch,Synchronized,29,898,8.0,1.9832962138084633,3599.0
Lunch,Synchronized,30,1083,7.0,2.223453370267775,3598.0
Lunch,Synchronized,31,1168,9.0,2.3809931506849313,3599.0
Lunch,Synchronized,32,1249,9.0,2.696557245796637,3597.0
Lunch,Synchronized,33,1064,8.0,2.3796992481203008,3595.0
Lunch,Synchronized,34,1331,9.0,2.2501878287002253,3599.0
Lunch,Synchronized,35,1062,8.0,1.7551789077212807,3594.0
Lunch,Synchronized,36,1324,9.0,2.3270392749244713,3597.0
Lunch,Synchronized,37,1132,8.0,2.1280918727915195,3596.0
Lunch,Synchronized,38,1028,9.0,2.4182879377431905,3597.0
Lunch,Synchronized,39,1506,9.0,2.7244355909694553,3597.0
Lunch,Synchronized,40,1125,6.0,2.102222222222222,3598.0
Lunch,Synchronized,41,1277,9.0,2.33672670321065,3596.0
Lunch,Synchronized,42,1391,8.0,2.4636951833213514,3598.0
Lunch,Synchronized,43,1236,8.0,1.9320388349514563,3595.0
Lunch,Synchronized,44,1128,8.0,2.12322695035461,3597.0
Lunch,Synchronized,45,1079,8.0,2.1362372567191845,3598.0
Lunch,Synchronized,46,859,8.0,1.951105937136205,3599.0
Lunch,Synchronized,47,1076,9.0,2.073420074349442,3599.0
Lunch,Synchronized,48,1288,9.0,2.551242236024845,3599.0
Lunch,Synchronized,49,1193,9.0,2.278290025146689,3592.0
Lunch,Synchronized,50,1043,8.0,2.462128475551294,3591.0
Lunch,Synchronized,51,866,7.0,1.9133949191685913,3598.0
Lunch,Synchronized,52,1178,8.0,2.067062818336163,3599.0
Lunch,Synchronized,53,1077,7.0,2.0259981429897866,3599.0
Lunch,Synchronized,54,785,8.0,2.294267515923567,3595.0
Lunch,Synchronized,55,1103,8.0,2.0734360834088847,3598.0
Lunch,Synchronized,56,880,9.0,1.7795454545454545,3592.0
Lunch,Synchronized,57,1242,8.0,1.8687600644122384,3597.0
Lunch,Synchronized,58,1166,9.0,2.449399656946827,3599.0
Lunch,Synchronized,59,814,9.0,2.4717444717444716,3595.0
Lunch,Synchronized,60,1291,8.0,2.098373353989156,3596.0
Lunch,Synchronized,61,1147,9.0,2.3836094158674803,3599.0
Lunch,Synchronized,62,1035,9.0,2.4347826086956523,3593.0
Lunch,Synchronized,63,1200,8.0,2.299166666666667,3597.0
Lunch,Synchronized,64,1038,9.0,2.621387283236994,3599.0
Lunch,Synchronized,65,1172,9.0,2.2098976109215016,3598.0
Lunch,Synchronized,66,1170,8.0,2.2846153846153845,3592.0
Lunch,Synchronized,67,982,6.0,2.016293279022403,3598.0
Lunch,Synchronized,68,1037,8.0,2.219864995178399,3593.0
Lunch,Synchronized,69,1207,7.0,2.0339685169842583,3598.0
Lunch,Synchronized,70,1083,9.0,2.386888273314866,3599.0
Lunch,Synchronized,71,1115,8.0,1.9946188340807174,3599.0
Lunch,Synchronized,72,1301,7.0,1.88162951575711,3594.0
Lunch,Synchronized,73,1216,6.0,2.039473684210526,3595.0
Lunch,Synchronized,74,1242,9.0,2.6215780998389695,3598.0
Lunch,Synchronized,75,874,6.0,2.196796338672769,3595.0
Lunch,Synchronized,76,859,7.0,2.147846332945285,3599.0
Lunch,Synchronized,77,1120,7.0,2.169642857142857,3596.0
Lunch,Synchronized,78,981,9.0,2.1732925586136593,3599.0
Lunch,Synchronized,79,1240,8.0,2.074193548387097,3598.0
Lunch,Synchronized,80,1061,8.0,2.048067860508954,3597.0
Lunch,Synchronized,81,1236,8.0,2.0040453074433655,3599.0
Lunch,Synchronized,82,1117,9.0,2.6257833482542523,3593.0
Lunch,Synchronized,83,1348,9.0,2.3048961424332344,3594.0
Lunch,Synchronized,84,1460,9.0,2.4335616438356165,3598.0
Lunch,Synchronized,85,1219,9.0,2.292042657916325,3598.0
Lunch,Synchronized,86,1199,8.0,2.3919933277731444,3599.0
Lunch,Synchronized,87,1202,7.0,2.198835274542429,3598.0
Lunch,Synchronized,88,1054,7.0,1.8690702087286528,3597.0
Lunch,Synchronized,89,1253,8.0,2.2585794094173983,3594.0
Lunch,Synchronized,90,1193,8.0,2.3872590108968987,3599.0
Lunch,Synchronized,91,1200,9.0,2.5075,3594.0
Lunch,Synchronized,92,1326,9.0,2.630467571644042,3594.0
Lunch,Synchronized,93,1460,9.0,2.2958904109589042,3597.0
Lunch,Synchronized,94,1036,8.0,1.9565637065637065,3596.0
Lunch,Synchronized,95,1065,8.0,2.0938967136150235,3598.0
Lunch,Synchronized,96,1148,6.0,1.8423344947735192,3593.0
Lunch,Synchronized,97,1089,7.0,2.0670339761248853,3597.0
Lunch,Synchronized,98,1084,9.0,2.385608856088561,3598.0
Lunch,Synchronized,99,1207,8.0,2.054681027340514,3590.0
Lunch,Synchronized,100,1368,8.0,2.2558479532163744,3598.0
Lunch,Uniform,1,1196,9.0,2.7650501672240804,3598.0
Lunch,Uniform,2,1081,6.0,2.0027752081406107,3599.0
Lunch,Uniform,3,786,5.0,1.7302798982188294,3597.0
Lunch,Uniform,4,916,6.0,1.8209606986899562,3593.0
Lunch,Uniform,5,1127,6.0,2.2883762200532387,3595.0
Lunch,Uniform,6,1186,9.0,2.617200674536256,3597.0
Lunch,Uniform,7,1262,8.0,2.462757527733756,3599.0
Lunch,Uniform,8,895,6.0,1.9162011173184357,3593.0
Lunch,Uniform,9,1190,7.0,2.2865546218487394,3598.0
Lunch,Uniform,10,1061,9.0,2.880301602262017,3599.0
Lunch,Uniform,11,914,7.0,2.3172866520787747,3598.0
Lunch,Uniform,12,1082,9.0,2.3632162661737524,3597.0
Lunch,Uniform,13,1166,6.0,2.0754716981132075,3597.0
Lunch,Uniform,14,1028,8.0,2.340466926070039,3595.0
Lunch,Uniform,15,1173,8.0,2.546462063086104,3593.0
Lunch,Uniform,16,1229,9.0,2.340113913751017,3598.0
Lunch,Uniform,17,1110,9.0,2.744144144144144,3589.0
Lunch,Uniform,18,1208,9.0,2.4660596026490067,3599.0
Lunch,Uniform,19,1252,6.0,2.0319488817891376,3596.0
Lunch,Uniform,20,1196,6.0,1.8578595317725752,3599.0
Lunch,Uniform,21,1327,8.0,2.4099472494348153,3598.0
Lunch,Uniform,22,1542,8.0,2.3988326848249026,3596.0
Lunch,Uniform,23,1131,8.0,2.18921308576481,3597.0
Lunch,Uniform,24,1106,7.0,1.922242314647378,3590.0
Lunch,Uniform,25,1102,8.0,2.3747731397459164,3543.0
Lunch,Uniform,26,1128,9.0,2.631205673758865,3593.0
Lunch,Uniform,27,1021,9.0,2.4985308521057785,3599.0
Lunch,Uniform,28,1119,8.0,1.806970509383378,3596.0
Lunch,Uniform,29,811,8.0,1.8581997533908754,3597.0
Lunch,Uniform,30,1020,8.0,2.3098039215686272,3598.0
Lunch,Uniform,31,1181,7.0,2.254022015241321,3599.0
Lunch,Uniform,32,1251,9.0,2.8665067945643483,3597.0
Lunch,Uniform,33,1117,8.0,2.438675022381379,3599.0
Lunch,Uniform,34,1430,8.0,2.63986013986014,3597.0
Lunch,Uniform,35,985,6.0,2.0538071065989847,3599.0
Lunch,Uniform,36,1316,9.0,2.0341945288753798,3598.0
Lunch,Uniform,37,1210,8.0,2.340495867768595,3598.0
Lunch,Uniform,38,1011,9.0,2.788328387734916,3595.0
Lunch,Uniform,39,1612,8.0,2.240074441687345,3597.0
Lunch,Uniform,40,1141,6.0,2.0850131463628396,3598.0
Lunch,Uniform,41,1139,9.0,2.5127304653204567,3598.0
Lunch,Uniform,42,1468,8.0,2.6594005449591283,3594.0
Lunch,Uniform,43,1116,8.0,1.8602150537634408,3596.0
Lunch,Uniform,44,1278,8.0,2.356807511737089,3599.0
Lunch,Uniform,45,1086,6.0,2.016574585635359,3598.0
Lunch,Uniform,46,875,8.0,1.9005714285714286,3599.0
Lunch,Uniform,47,913,8.0,2.3066812705366924,3594.0
Lunch,Uniform,48,1311,7.0,2.119755911517925,3599.0
Lunch,Uniform,49,1118,8.0,2.191413237924866,3592.0
Lunch,Uniform,50,1000,7.0,2.496,3591.0
Lunch,Uniform,51,862,7.0,2.0127610208816704,3598.0
Lunch,Uniform,52,1103,8.0,2.196736174070716,3599.0
Lunch,Uniform,53,1083,6.0,2.200369344413666,3599.0
Lunch,Uniform,54,808,9.0,2.0965346534653464,3595.0
Lunch,Uniform,55,1070,8.0,2.285981308411215,3593.0
