scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,pathChanged,arrivaltime,increased_time
2026-03-02 22:29:32_100_0.3_86,38,1,dynamic_38,"(126.83739657110384, 37.29762586758092)",0221,1770,SHUTTLE0001,114.30780976371832,177.30780976371832,1770,1885.0,True,SHUTTLE0001,,2060.0,-2.307809763718325
2026-03-02 22:29:32_100_0.3_86,39,3,dynamic_39,"(126.83829686099439, 37.2973670594015)",0281,2013,SHUTTLE0005,167.10302468853402,131.10302468853405,2013,2138.0,True,SHUTTLE0005,,2273.0,3.896975311465951
2026-03-02 22:29:32_100_0.3_86,40,2,dynamic_40,"(126.85296578750504, 37.295352638675254)",0244,2052,SHUTTLE0003,0.38755962833914104,332.38755962833915,2052,2077.0,True,SHUTTLE0003,,2282.0,-127.38755962833915
2026-03-02 22:29:32_100_0.3_86,41,2,dynamic_41,"(126.83723310805142, 37.31594450919254)",0014,2410,SHUTTLE0001,70.28163656508754,102.28163656508752,2410,2505.0,True,SHUTTLE0001,,2610.0,2.718363434912476
2026-03-02 22:29:32_100_0.3_86,42,4,dynamic_42,"(126.83299554632747, 37.292559923035135)",0360,2511,SHUTTLE0003,11.265635829578603,249.2656358295786,2511,2546.0,True,SHUTTLE0003,,2763.0,-32.2656358295786
2026-03-02 22:29:32_100_0.3_86,43,2,dynamic_43,"(126.84510083005037, 37.3106159539206)",0114,2562,SHUTTLE0005,134.25864876982527,199.25864876982527,2562,2707.0,True,SHUTTLE0005,,2902.0,-4.258648769825271
2026-03-02 22:29:32_100_0.3_86,44,2,dynamic_44,"(126.83325934054457, 37.307623127501735)",0334,2632,SHUTTLE0001,0.289372223430845,142.28937222343086,2632,2657.0,True,SHUTTLE0001,,2782.0,-17.28937222343086
2026-03-02 22:29:32_100_0.3_86,45,2,dynamic_45,"(126.82527576109554, 37.314077916056654)",0087,2708,SHUTTLE0003,147.13892944195612,96.13892944195612,2708,2888.0,True,SHUTTLE0003,,2993.0,8.861070558043878
2026-03-02 22:29:32_100_0.3_86,46,4,dynamic_46,"(126.83809768791843, 37.31477173775972)",0398,3081,SHUTTLE0003,18.232149316498912,91.23214931649892,3081,3126.0,True,SHUTTLE0003,,3231.0,13.76785068350108
2026-03-02 22:29:32_100_0.3_86,47,3,dynamic_47,"(126.82667860983142, 37.31991373944208)",0421,3132,SHUTTLE0001,194.26493010172956,293.2649301017296,3132,3347.0,True,SHUTTLE0001,,3592.0,-48.26493010172959
2026-03-02 22:29:32_100_0.3_86,48,2,dynamic_48,"(126.86261988063941, 37.302564799714204)",0203,3157,SHUTTLE0002,181.22773311563338,202.22773311563338,3157,3242.0,True,SHUTTLE0002,,3427.0,-17.227733115633384
2026-03-02 22:29:32_100_0.3_86,49,4,dynamic_49,"(126.83739561021804, 37.29834149114446)",0398,3283,SHUTTLE0005,42.169257311779695,171.1692573117797,3283,3338.0,True,SHUTTLE0005,,3473.0,-36.16925731177969
2026-03-02 22:29:32_100_0.3_86,50,2,dynamic_50,"(126.84789125932824, 37.30306566806868)",0140,3310,SHUTTLE0003,137.24329929280512,208.24329929280512,3310,,,,1.0,,
2026-03-02 22:29:32_100_0.3_86,51,2,dynamic_51,"(126.84854226741108, 37.29625376707655)",0083,3404,SHUTTLE0003,84.27301569894477,173.2730156989448,3404,3479.0,True,SHUTTLE0003,,,
2026-03-02 22:29:32_100_0.3_86,52,3,dynamic_52,"(126.83646431984002, 37.317561379776784)",0398,3544,SHUTTLE0002,0.32994885344750585,85.3299488534475,3544,3569.0,True,SHUTTLE0002,,,
