scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,arrivaltime,increased_time,pathChanged
2026-03-03 12:21:44_100_0.3_88,1,2,dynamic_1,"(126.84021857291674, 37.2965759019032)",0274,119,SHUTTLE0002,109.33076615047737,135.33076615047736,119,224.0,True,SHUTTLE0002,299.0,-60.33076615047736,
2026-03-03 12:21:44_100_0.3_88,2,4,dynamic_2,"(126.83763873984074, 37.299256768643424)",0389,153,SHUTTLE0004,136.27967981575839,137.27967981575836,153,258.0,True,SHUTTLE0004,333.0,-62.27967981575836,
2026-03-03 12:21:44_100_0.3_88,3,2,dynamic_3,"(126.84572752372624, 37.31573089300674)",0349,194,SHUTTLE0001,62.22705091364649,239.22705091364648,194,289.0,True,SHUTTLE0001,484.0,-44.22705091364648,
2026-03-03 12:21:44_100_0.3_88,4,2,dynamic_4,"(126.85143104405003, 37.296418960684846)",0349,269,SHUTTLE0006,171.2355228057978,0.2355228057978104,269,364.0,True,SHUTTLE0006,389.0,24.76447719420219,
2026-03-03 12:21:44_100_0.3_88,5,4,dynamic_5,"(126.83148069929761, 37.30946770032521)",0140,416,SHUTTLE0003,115.16619099409816,227.16619099409814,416,541.0,True,SHUTTLE0003,933.0,164.83380900590186,1.0
2026-03-03 12:21:44_100_0.3_88,6,3,dynamic_6,"(126.83035391217143, 37.309299188665534)",0019,422,SHUTTLE0005,121.1348069599531,179.1348069599531,422,557.0,True,SHUTTLE0005,801.0,64.8651930400469,1.0
2026-03-03 12:21:44_100_0.3_88,7,2,dynamic_7,"(126.8354886736776, 37.297846753521256)",0082,571,SHUTTLE0002,73.14896569117714,209.14896569117712,571,626.0,True,SHUTTLE0002,781.0,-54.148965691177125,
2026-03-03 12:21:44_100_0.3_88,8,4,dynamic_8,"(126.8300248522515, 37.30928141811043)",0196,586,SHUTTLE0005,8.166972080760178,193.16697208076016,586,621.0,True,SHUTTLE0005,776.0,-38.16697208076016,
2026-03-03 12:21:44_100_0.3_88,9,3,dynamic_9,"(126.83999333345767, 37.301573291700876)",0162,668,SHUTTLE0003,141.13363834744032,149.13363834744032,668,793.0,True,SHUTTLE0003,908.0,-34.133638347440325,
2026-03-03 12:21:44_100_0.3_88,10,2,dynamic_10,"(126.83017877956586, 37.297062817038764)",0274,689,SHUTTLE0004,55.067662382266725,0.06766238226672575,689,734.0,True,SHUTTLE0004,759.0,24.932337617733275,
2026-03-03 12:21:44_100_0.3_88,11,3,dynamic_11,"(126.85206815298149, 37.296415713856526)",0203,829,SHUTTLE0001,0.14042112827500974,274.140421128275,829,854.0,True,SHUTTLE0001,1102.0,-26.140421128275023,
2026-03-03 12:21:44_100_0.3_88,12,4,dynamic_12,"(126.83166658275277, 37.308574679161104)",0031,952,SHUTTLE0002,18.12015372230221,231.1201537223022,952,1007.0,True,SHUTTLE0002,1192.0,-46.120153722302206,
