scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,boardingtime,success,shuttleID,pathChanged,arrivaltime,increased_time
2026-03-03 11:57:13_100_0.3_40,1,4,dynamic_1,"(126.84198037692845, 37.296277397776585)",0398,24,SHUTTLE0002,138.17870607872598,242.17870607872598,24,139.0,True,SHUTTLE0002,1.0,721.0,339.821293921274
2026-03-03 11:57:13_100_0.3_40,2,2,dynamic_2,"(126.83980166036662, 37.29539426469552)",0456,112,SHUTTLE0004,199.15102907768753,116.15102907768753,112,257.0,True,SHUTTLE0004,,325.0,-48.151029077687525
2026-03-03 11:57:13_100_0.3_40,3,2,dynamic_3,"(126.83594510901194, 37.29341476291566)",0203,246,SHUTTLE0002,176.07388890347744,303.07388890347744,246,381.0,True,SHUTTLE0002,,636.0,-48.07388890347744
2026-03-03 11:57:13_100_0.3_40,4,3,dynamic_4,"(126.8295360559315, 37.30785550223543)",0176,271,SHUTTLE0003,106.12342993258486,133.12342993258486,271,396.0,True,SHUTTLE0003,,531.0,1.8765700674151446
2026-03-03 11:57:13_100_0.3_40,5,3,dynamic_5,"(126.83792453607492, 37.296169585692915)",0059,300,SHUTTLE0004,140.42702039900934,199.42702039900936,300,390.0,True,SHUTTLE0004,,555.0,-34.427020399009365
2026-03-03 11:57:13_100_0.3_40,6,3,dynamic_6,"(126.84960435083386, 37.308777401940716)",0422,360,SHUTTLE0001,153.06860559184832,56.068605591848325,360,545.0,True,SHUTTLE0001,,630.0,28.931394408151675
2026-03-03 11:57:13_100_0.3_40,7,2,dynamic_7,"(126.84519060404122, 37.30309930704956)",0261,463,SHUTTLE0005,245.2138642079388,211.2138642079388,463,708.0,True,SHUTTLE0005,,883.0,-36.2138642079388
2026-03-03 11:57:13_100_0.3_40,8,2,dynamic_8,"(126.85069643836042, 37.31004256741575)",0116,665,SHUTTLE0001,72.25590383967572,181.25590383967574,665,760.0,True,SHUTTLE0001,,935.0,-6.255903839675739
2026-03-03 11:57:13_100_0.3_40,9,2,dynamic_9,"(126.83408430394785, 37.29760733458803)",0149,839,SHUTTLE0003,160.32845523607793,208.32845523607793,839,964.0,True,SHUTTLE0003,,1139.0,-33.32845523607793
2026-03-03 11:57:13_100_0.3_40,10,2,dynamic_10,"(126.85140035416677, 37.29565076566592)",0403,1188,SHUTTLE0003,168.23131021628186,107.23131021628186,1188,1353.0,True,SHUTTLE0003,1.0,1826.0,365.7686897837182
2026-03-03 11:57:13_100_0.3_40,11,2,dynamic_11,"(126.830070496579, 37.2961133012254)",0482,1381,SHUTTLE0003,235.2731639276274,269.27316392762737,1381,1536.0,True,SHUTTLE0003,,1721.0,-84.27316392762737
2026-03-03 11:57:13_100_0.3_40,12,3,dynamic_12,"(126.84843443183051, 37.30591278596128)",0059,1437,SHUTTLE0002,125.1526359892146,131.15263598921462,1437,1565.0,True,SHUTTLE0002,3.0,1955.0,258.8473640107854
2026-03-03 11:57:13_100_0.3_40,13,1,dynamic_13,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0004,207.23789827436192,255.23789827436192,1500,1655.0,True,SHUTTLE0004,,1890.0,-20.237898274361925
2026-03-03 11:57:13_100_0.3_40,14,1,dynamic_14,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0001,213.23789827436192,255.23789827436192,1500,1665.0,True,SHUTTLE0001,3.0,,
2026-03-03 11:57:13_100_0.3_40,15,1,dynamic_15,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0002,201.54317025279116,291.2378982743619,1500,1730.0,True,SHUTTLE0002,3.0,2198.0,176.7621017256381
2026-03-03 11:57:13_100_0.3_40,16,1,dynamic_16,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0005,346.2378982743619,255.23789827436192,1500,1763.0,True,SHUTTLE0005,2.0,2360.0,341.7621017256381
