scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,pathChanged,boardingtime,success,shuttleID,arrivaltime,increased_time
2026-03-03 12:22:49_100_0.3_91,1,3,dynamic_1,"(126.84274415210518, 37.29753760245557)",0064,61,SHUTTLE0004,66.29112844611385,171.29112844611385,61.0,1.0,586.0,True,SHUTTLE0004,741.0,-16.291128446113845
2026-03-03 12:22:49_100_0.3_91,2,3,dynamic_2,"(126.83679076381344, 37.292844139708265)",0363,68,SHUTTLE0002,163.28904900697245,326.28904900697245,68.0,1.0,203.0,True,SHUTTLE0002,770.0,240.71095099302755
2026-03-03 12:22:49_100_0.3_91,3,4,dynamic_3,"(126.83615813255068, 37.29683087070954)",0334,81,SHUTTLE0004,199.2809651044278,227.2809651044278,81.0,,226.0,True,SHUTTLE0004,431.0,-22.280965104427793
2026-03-03 12:22:49_100_0.3_91,4,3,dynamic_4,"(126.86476794292008, 37.286104344607274)",0203,110,SHUTTLE0006,68.4176629423226,347.41766294232264,110.0,2.0,155.0,True,SHUTTLE0006,801.0,298.58233705767736
2026-03-03 12:22:49_100_0.3_91,5,3,dynamic_5,"(126.84609456386073, 37.3152408493186)",0314,258,SHUTTLE0001,76.28852721495159,303.2885272149516,258.0,2.0,373.0,True,SHUTTLE0001,1109.0,432.7114727850484
2026-03-03 12:22:49_100_0.3_91,6,2,dynamic_6,"(126.86400432747222, 37.302150889165254)",0082,278,SHUTTLE0006,71.26203383222227,252.26203383222227,278.0,1.0,363.0,True,SHUTTLE0006,706.0,90.73796616777773
2026-03-03 12:22:49_100_0.3_91,7,3,dynamic_7,"(126.83124951128823, 37.31003053317165)",0203,365,SHUTTLE0002,157.1658696592867,84.1658696592867,365.0,,520.0,True,SHUTTLE0002,635.0,30.8341303407133
2026-03-03 12:22:49_100_0.3_91,8,2,dynamic_8,"(126.83364978062856, 37.29958683955347)",0265,427,SHUTTLE0001,129.38614756282513,154.38614756282516,427.0,,542.0,True,SHUTTLE0001,647.0,-49.38614756282516
2026-03-03 12:22:49_100_0.3_91,9,2,dynamic_9,"(126.84321418549985, 37.30480604273659)",0082,521,SHUTTLE0006,34.10161746923193,115.10161746923194,521.0,,586.0,True,SHUTTLE0006,701.0,-0.1016174692319396
2026-03-03 12:22:49_100_0.3_91,10,3,dynamic_10,"(126.83603412393204, 37.293511003942925)",0116,704,SHUTTLE0001,139.10429013762433,223.10429013762433,704.0,,799.0,True,SHUTTLE0001,974.0,-48.10429013762433
2026-03-03 12:22:49_100_0.3_91,11,4,dynamic_11,"(126.83013000701857, 37.30406810092887)",0349,921,SHUTTLE0006,118.2673049113276,255.26730491132759,921.0,,1076.0,True,SHUTTLE0006,1256.0,-75.26730491132759
2026-03-03 12:22:49_100_0.3_91,12,2,dynamic_12,"(126.83053746948697, 37.29628023145331)",0077,944,SHUTTLE0004,254.22123512095715,271.22123512095715,944.0,,1159.0,True,SHUTTLE0004,1374.0,-56.22123512095715
2026-03-03 12:22:49_100_0.3_91,13,2,dynamic_13,"(126.83965307361574, 37.29782192394257)",0274,970,SHUTTLE0002,252.37158501914584,123.37158501914584,970.0,1.0,1199.0,True,SHUTTLE0002,1319.0,-3.37158501914584
2026-03-03 12:22:49_100_0.3_91,14,4,dynamic_14,"(126.82852808105432, 37.288810097326724)",0456,1002,SHUTTLE0003,231.0995634330011,110.0995634330011,1002.0,1.0,1222.0,True,SHUTTLE0003,1352.0,19.900436566998906
2026-03-03 12:22:49_100_0.3_91,15,3,dynamic_15,"(126.83817550795466, 37.297312795992575)",0116,1042,SHUTTLE0005,300.1444457719729,197.14444577197293,1042.0,1.0,1307.0,True,SHUTTLE0005,1631.0,126.85555422802707
2026-03-03 12:22:49_100_0.3_91,16,2,dynamic_16,"(126.83504513501143, 37.296241319740744)",0461,1057,SHUTTLE0003,276.54621443623864,342.34708757023645,1057.0,,1307.0,True,SHUTTLE0003,1507.0,-142.34708757023645
2026-03-03 12:22:49_100_0.3_91,17,4,dynamic_17,"(126.84557120074136, 37.30367305111795)",0482,1120,SHUTTLE0001,231.07679362169563,107.07679362169563,1120.0,,1255.0,True,SHUTTLE0001,1360.0,-2.0767936216956286
2026-03-03 12:22:49_100_0.3_91,18,2,dynamic_18,"(126.83980546449062, 37.29633824545123)",0274,1124,SHUTTLE0002,97.93521280629334,135.19204276800167,1124.0,,1244.0,True,SHUTTLE0002,1375.0,-4.19204276800167
2026-03-03 12:22:49_100_0.3_91,19,2,dynamic_19,"(126.85204105709262, 37.3038402828873)",0173,1141,SHUTTLE0006,311.1939490465906,208.1939490465906,1141.0,,1371.0,True,SHUTTLE0006,1545.0,-34.1939490465906
2026-03-03 12:22:49_100_0.3_91,20,4,dynamic_20,"(126.83645890980806, 37.30073812413057)",0162,1360,SHUTTLE0002,82.35173359433294,111.35173359433296,1360.0,,1430.0,True,SHUTTLE0002,1525.0,-16.351733594332956
2026-03-03 12:22:49_100_0.3_91,21,2,dynamic_21,"(126.83194331428969, 37.30984325847815)",0398,1442,SHUTTLE0005,27.08325860445958,0.0832586044595788,1442.0,,1517.0,True,SHUTTLE0005,1542.0,24.91674139554042
2026-03-03 12:22:49_100_0.3_91,22,1,dynamic_22,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0006,73.23789827436192,255.23789827436192,1500.0,3.0,1685.0,True,SHUTTLE0006,,
2026-03-03 12:22:49_100_0.3_91,23,1,dynamic_23,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0002,80.23789827436192,255.23789827436192,1500.0,4.0,1685.0,True,SHUTTLE0002,,
2026-03-03 12:22:49_100_0.3_91,24,1,dynamic_24,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0006,73.23789827436192,255.71369482308577,1500.0,2.0,1580.0,True,SHUTTLE0006,,
2026-03-03 12:22:49_100_0.3_91,25,1,dynamic_25,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0002,80.23789827436192,255.71369482308577,1500.0,3.0,1580.0,True,SHUTTLE0002,,
2026-03-03 12:22:49_100_0.3_91,26,1,dynamic_26,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0006,73.71369482308577,255.71369482308577,1500.0,1.0,1615.0,True,SHUTTLE0006,,
2026-03-03 12:22:49_100_0.3_91,27,1,dynamic_27,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0002,80.71369482308577,255.71369482308577,1500.0,2.0,1615.0,True,SHUTTLE0002,,
2026-03-03 12:22:49_100_0.3_91,28,1,dynamic_28,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0006,74.18949137180962,255.71369482308577,1500.0,,1650.0,True,SHUTTLE0006,1920.0,14.286305176914226
2026-03-03 12:22:49_100_0.3_91,29,1,dynamic_29,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0001,238.23789827436192,255.23789827436192,1500.0,2.0,1680.0,True,SHUTTLE0001,2396.0,460.7621017256381
2026-03-03 12:22:49_100_0.3_91,30,1,dynamic_30,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0002,81.18949137180962,255.71369482308577,1500.0,1.0,1650.0,True,SHUTTLE0002,,
2026-03-03 12:22:49_100_0.3_91,31,1,dynamic_31,"(126.8351539884716, 37.29677579144293)",0203,1500,SHUTTLE0004,246.23789827436192,255.23789827436192,1500.0,,1695.0,True,SHUTTLE0004,1930.0,-20.237898274361925
2026-03-03 12:22:49_100_0.3_91,32,3,dynamic_32,"(126.83252417882991, 37.30786917785485)",0349,1576,SHUTTLE0005,52.129834368977264,234.12983436897727,1576.0,2.0,1706.0,True,SHUTTLE0005,2191.0,250.87016563102273
2026-03-03 12:22:49_100_0.3_91,33,4,dynamic_33,"(126.8298928222619, 37.29625216658193)",0398,1592,SHUTTLE0003,306.2550559520252,232.2550559520252,1592.0,1.0,1768.0,True,SHUTTLE0003,1958.0,-42.2550559520252
2026-03-03 12:22:49_100_0.3_91,34,2,dynamic_34,"(126.83674530170069, 37.293248220189696)",0203,1625,SHUTTLE0001,113.66725756318561,308.19146101446177,1625.0,1.0,1745.0,True,SHUTTLE0001,,
2026-03-03 12:22:49_100_0.3_91,35,4,dynamic_35,"(126.83959777627763, 37.296900192824424)",0349,1651,SHUTTLE0005,197.49462812118517,234.23495938323063,1651.0,1.0,1851.0,True,SHUTTLE0005,2196.0,110.76504061676937
2026-03-03 12:22:49_100_0.3_91,36,2,dynamic_36,"(126.85197405349585, 37.29665072472236)",0203,1697,SHUTTLE0002,242.21708060084583,274.21708060084586,1697.0,,1852.0,True,SHUTTLE0002,2097.0,-29.21708060084586
2026-03-03 12:22:49_100_0.3_91,37,2,dynamic_37,"(126.83221148248468, 37.29897929901413)",0057,1703,SHUTTLE0003,140.86280308500238,505.352691180952,1703.0,,1813.0,True,SHUTTLE0003,2193.0,-125.35269118095198
2026-03-03 12:22:49_100_0.3_91,38,2,dynamic_38,"(126.84199942192407, 37.29684559980654)",0349,1899,SHUTTLE0005,92.03681076490102,283.036810764901,1899.0,,1974.0,True,SHUTTLE0005,2159.0,-98.03681076490102
2026-03-03 12:22:49_100_0.3_91,39,4,dynamic_39,"(126.83553336329223, 37.295795825311494)",0312,1931,SHUTTLE0001,172.26445313492073,225.2644531349207,1931.0,,2106.0,True,SHUTTLE0001,2281.0,-50.2644531349207
2026-03-03 12:22:49_100_0.3_91,40,4,dynamic_40,"(126.82817592720941, 37.31479296114475)",0156,2098,SHUTTLE0004,64.11390864533729,90.11390864533729,2098.0,,2199.0,True,SHUTTLE0004,2304.0,14.88609135466271
2026-03-03 12:22:49_100_0.3_91,41,3,dynamic_41,"(126.8584080117774, 37.31681094477221)",0237,2144,SHUTTLE0004,406.4285821609349,356.2007648702604,2144.0,,2559.0,True,SHUTTLE0004,2824.0,-91.2007648702604
2026-03-03 12:22:49_100_0.3_91,42,2,dynamic_42,"(126.83739222275419, 37.293784633012926)",0360,2176,SHUTTLE0005,295.10141054347287,306.10141054347287,2176.0,,2391.0,True,SHUTTLE0005,2649.0,-48.101410543472866
2026-03-03 12:22:49_100_0.3_91,43,4,dynamic_43,"(126.84750556711988, 37.313778153443955)",0203,2526,SHUTTLE0003,229.25429230008214,79.25429230008214,2526.0,,2721.0,True,SHUTTLE0003,2846.0,45.74570769991786
2026-03-03 12:22:49_100_0.3_91,44,2,dynamic_44,"(126.84725000353835, 37.30875718827216)",0151,2551,SHUTTLE0005,294.1278913063122,95.1278913063122,2551.0,1.0,2889.0,True,SHUTTLE0005,3049.0,64.8721086936878
2026-03-03 12:22:49_100_0.3_91,45,2,dynamic_45,"(126.83300254690714, 37.30728991315699)",0191,2584,SHUTTLE0005,134.21270722103216,145.46848983365655,2584.0,,2774.0,True,SHUTTLE0005,2954.0,34.53151016634345
2026-03-03 12:22:49_100_0.3_91,46,2,dynamic_46,"(126.83970399234892, 37.29738023568783)",0284,2699,SHUTTLE0004,157.29645739349343,71.29645739349343,2699.0,,2879.0,True,SHUTTLE0004,2934.0,-16.296457393493426
2026-03-03 12:22:49_100_0.3_91,47,4,dynamic_47,"(126.83155097956048, 37.31009067719809)",0349,2882,SHUTTLE0003,85.22170637936074,252.22170637936074,2882.0,,2977.0,True,SHUTTLE0003,3182.0,-47.22170637936074
2026-03-03 12:22:49_100_0.3_91,48,4,dynamic_48,"(126.84370469545323, 37.31539478740789)",0349,2929,SHUTTLE0005,128.28697786165287,243.28697786165287,2929.0,1.0,3094.0,True,SHUTTLE0005,3506.0,168.71302213834713
2026-03-03 12:22:49_100_0.3_91,49,3,dynamic_49,"(126.84548105652189, 37.319528056054246)",0395,3111,SHUTTLE0005,41.25872929119977,255.25872929119976,3111.0,,3166.0,True,SHUTTLE0005,3361.0,-60.25872929119976
2026-03-03 12:22:49_100_0.3_91,50,2,dynamic_50,"(126.85837395197512, 37.30406871917943)",0203,3145,,,,,,,False,,,
2026-03-03 12:22:49_100_0.3_91,51,2,dynamic_51,"(126.85708373202341, 37.302819962605916)",0019,3234,SHUTTLE0003,108.42522065977349,164.4252206597735,3234.0,,3319.0,True,SHUTTLE0003,3472.0,-11.425220659773487
2026-03-03 12:22:49_100_0.3_91,52,2,dynamic_52,"(126.83945200843445, 37.297761258909794)",0196,3267,SHUTTLE0004,71.31344473896134,8.313444738961337,3267.0,1.0,3460.0,True,SHUTTLE0004,3495.0,26.686555261038663
2026-03-03 12:22:49_100_0.3_91,53,3,dynamic_53,"(126.83057685242244, 37.29594956893067)",0031,3305,SHUTTLE0004,104.18295485468833,55.18295485468834,3305.0,,3370.0,True,SHUTTLE0004,3415.0,-10.18295485468834
2026-03-03 12:22:49_100_0.3_91,54,4,dynamic_54,"(126.83982753484993, 37.29678867364505)",0252,3442,SHUTTLE0003,43.31710140791856,170.31710140791856,3442.0,1.0,3524.0,True,SHUTTLE0003,,
2026-03-03 12:22:49_100_0.3_91,55,3,dynamic_55,"(126.84124582483588, 37.31794307291843)",0274,3447,SHUTTLE0003,291.9284464198472,363.29424360401015,3447.0,1.0,,,,,
2026-03-03 12:22:49_100_0.3_91,56,3,dynamic_56,"(126.82271675173325, 37.31373872659377)",0173,3489,SHUTTLE0003,662.3127458247243,416.09005580086693,3489.0,,,,,,
