scenario_info,passenger_id,psgrNum,dep_node,dep_node_expanded,arr_node,calltime,shuttleid,expectedwaitingtime,expectedarrivaltime,waitstarttime,pathChanged,boardingtime,success,shuttleID,arrivaltime,increased_time
2026-03-03 12:53:32_100_0.3_91,1,3,dynamic_1,"(126.84274415210518, 37.29753760245557)",0064,61,SHUTTLE0004,66.29112844611385,171.29112844611385,61.0,1.0,586.0,True,SHUTTLE0004,741.0,-16.291128446113845
2026-03-03 12:53:32_100_0.3_91,2,3,dynamic_2,"(126.83679076381344, 37.292844139708265)",0363,68,SHUTTLE0002,163.28904900697245,326.28904900697245,68.0,1.0,203.0,True,SHUTTLE0002,770.0,240.71095099302755
2026-03-03 12:53:32_100_0.3_91,3,4,dynamic_3,"(126.83615813255068, 37.29683087070954)",0334,81,SHUTTLE0004,199.2809651044278,227.2809651044278,81.0,,226.0,True,SHUTTLE0004,431.0,-22.280965104427793
2026-03-03 12:53:32_100_0.3_91,4,3,dynamic_4,"(126.86476794292008, 37.286104344607274)",0203,110,SHUTTLE0006,68.4176629423226,347.41766294232264,110.0,2.0,155.0,True,SHUTTLE0006,801.0,298.58233705767736
2026-03-03 12:53:32_100_0.3_91,5,3,dynamic_5,"(126.84609456386073, 37.3152408493186)",0314,258,SHUTTLE0001,76.28852721495159,303.2885272149516,258.0,2.0,373.0,True,SHUTTLE0001,1109.0,432.7114727850484
2026-03-03 12:53:32_100_0.3_91,6,2,dynamic_6,"(126.86400432747222, 37.302150889165254)",0082,278,SHUTTLE0006,71.26203383222227,252.26203383222227,278.0,1.0,363.0,True,SHUTTLE0006,706.0,90.73796616777773
2026-03-03 12:53:32_100_0.3_91,7,3,dynamic_7,"(126.83124951128823, 37.31003053317165)",0203,365,SHUTTLE0002,157.1658696592867,84.1658696592867,365.0,,520.0,True,SHUTTLE0002,635.0,30.8341303407133
2026-03-03 12:53:32_100_0.3_91,8,2,dynamic_8,"(126.83364978062856, 37.29958683955347)",0265,427,SHUTTLE0001,129.38614756282513,154.38614756282516,427.0,,542.0,True,SHUTTLE0001,647.0,-49.38614756282516
2026-03-03 12:53:32_100_0.3_91,9,2,dynamic_9,"(126.84321418549985, 37.30480604273659)",0082,521,SHUTTLE0006,34.10161746923193,115.10161746923194,521.0,,586.0,True,SHUTTLE0006,701.0,-0.1016174692319396
2026-03-03 12:53:32_100_0.3_91,10,3,dynamic_10,"(126.83603412393204, 37.293511003942925)",0116,704,SHUTTLE0001,139.10429013762433,223.10429013762433,704.0,,799.0,True,SHUTTLE0001,974.0,-48.10429013762433
2026-03-03 12:53:32_100_0.3_91,11,4,dynamic_11,"(126.83013000701857, 37.30406810092887)",0349,921,SHUTTLE0006,118.2673049113276,255.26730491132759,921.0,,1076.0,True,SHUTTLE0006,1256.0,-75.26730491132759
2026-03-03 12:53:32_100_0.3_91,12,2,dynamic_12,"(126.83053746948697, 37.29628023145331)",0077,944,SHUTTLE0004,254.22123512095715,271.22123512095715,944.0,,1159.0,True,SHUTTLE0004,1374.0,-56.22123512095715
2026-03-03 12:53:32_100_0.3_91,13,2,dynamic_13,"(126.83965307361574, 37.29782192394257)",0274,970,SHUTTLE0002,252.37158501914584,123.37158501914584,970.0,1.0,1199.0,True,SHUTTLE0002,1319.0,-3.37158501914584
2026-03-03 12:53:32_100_0.3_91,14,4,dynamic_14,"(126.82852808105432, 37.288810097326724)",0456,1002,SHUTTLE0003,231.0995634330011,110.0995634330011,1002.0,1.0,1222.0,True,SHUTTLE0003,1352.0,19.900436566998906
2026-03-03 12:53:32_100_0.3_91,15,3,dynamic_15,"(126.83817550795466, 37.297312795992575)",0116,1042,SHUTTLE0005,300.1444457719729,197.14444577197293,1042.0,2.0,1307.0,True,SHUTTLE0005,1987.0,482.8555542280271
2026-03-03 12:53:32_100_0.3_91,16,2,dynamic_16,"(126.83504513501143, 37.296241319740744)",0461,1057,SHUTTLE0003,276.54621443623864,342.34708757023645,1057.0,,1307.0,True,SHUTTLE0003,1507.0,-142.34708757023645
2026-03-03 12:53:32_100_0.3_91,17,4,dynamic_17,"(126.84557120074136, 37.30367305111795)",0482,1120,SHUTTLE0001,231.07679362169563,107.07679362169563,1120.0,,1255.0,True,SHUTTLE0001,1360.0,-2.0767936216956286
2026-03-03 12:53:32_100_0.3_91,18,2,dynamic_18,"(126.83980546449062, 37.29633824545123)",0274,1124,SHUTTLE0002,97.93521280629334,135.19204276800167,1124.0,,1244.0,True,SHUTTLE0002,1375.0,-4.19204276800167
2026-03-03 12:53:32_100_0.3_91,19,2,dynamic_19,"(126.85204105709262, 37.3038402828873)",0173,1141,SHUTTLE0006,311.1939490465906,208.1939490465906,1141.0,,1371.0,True,SHUTTLE0006,1545.0,-34.1939490465906
2026-03-03 12:53:32_100_0.3_91,20,4,dynamic_20,"(126.83645890980806, 37.30073812413057)",0162,1360,SHUTTLE0002,82.35173359433294,111.35173359433296,1360.0,,1430.0,True,SHUTTLE0002,1515.0,-26.351733594332956
