Scenario,Condition,Seed,TotalSuccessN,TargetSuccessN,TotalWaitSum,TargetWaitSum,TargetWaitBurdenShare,TargetSuccessShare,ExcessBurden
Holiday,Uniform,21,52,10,9218.0,1816.0,0.19700585810371013,0.19230769230769232,0.004698165796017811
Holiday,Uniform,22,54,6,9147.0,796.0,0.08702306767246092,0.1111111111111111,-0.02408804343865019
Holiday,Uniform,23,48,10,7560.0,1405.0,0.18584656084656084,0.20833333333333334,-0.0224867724867725
Holiday,Uniform,24,45,10,6724.0,1975.0,0.2937239738251041,0.2222222222222222,0.07150175160288191
Holiday,Uniform,25,51,10,8308.0,1510.0,0.18175252768415984,0.19607843137254902,-0.01432590368838918
Holiday,Uniform,26,46,10,7567.0,2142.0,0.28307123034227566,0.21739130434782608,0.06567992599444958
Holiday,Uniform,27,48,10,9795.0,3060.0,0.3124042879019908,0.20833333333333334,0.10407095456865748
Holiday,Uniform,28,48,10,6687.0,1650.0,0.24674742036787797,0.20833333333333334,0.03841408703454463
Holiday,Uniform,29,38,10,5626.0,670.0,0.11908993956629932,0.2631578947368421,-0.14406795517054277
Holiday,Uniform,30,46,10,7017.0,1785.0,0.2543822146216332,0.21739130434782608,0.036990910273807104
Holiday,Uniform,31,49,10,8556.0,2180.0,0.25479195885928,0.20408163265306123,0.05071032620621879
Holiday,Uniform,32,53,10,9935.0,2297.0,0.231202818319074,0.18867924528301888,0.04252357303605511
Holiday,Uniform,33,48,10,7140.0,1891.0,0.26484593837535014,0.20833333333333334,0.0565126050420168
Holiday,Uniform,34,52,10,8530.0,2213.0,0.2594372801875733,0.19230769230769232,0.06712958787988096
Holiday,Uniform,35,44,10,5587.0,1095.0,0.1959906926794344,0.22727272727272727,-0.03128203459329287
Holiday,Uniform,36,54,9,7146.0,1273.0,0.17814161768821718,0.16666666666666666,0.011474951021550522
Holiday,Uniform,37,53,10,6994.0,1568.0,0.2241921647126108,0.18867924528301888,0.03551291942959192
Holiday,Uniform,38,47,10,6808.0,1045.0,0.15349588719153937,0.2127659574468085,-0.05927007025526915
Holiday,Uniform,39,62,8,11677.0,2132.0,0.18258114241671664,0.12903225806451613,0.05354888435220051
Holiday,Uniform,40,41,10,6363.0,1715.0,0.26952695269526955,0.24390243902439024,0.025624513670879312
Holiday,Uniform,41,53,10,8870.0,1904.0,0.21465614430665164,0.18867924528301888,0.02597689902363276
Holiday,Uniform,42,64,9,11132.0,1534.0,0.137800934243622,0.140625,-0.0028240657563780025
Holiday,Uniform,43,48,10,6770.0,690.0,0.1019202363367799,0.20833333333333334,-0.10641309699655344
Holiday,Uniform,44,47,10,7921.0,2722.0,0.34364347935866685,0.2127659574468085,0.13087752191185834
Holiday,Uniform,45,45,10,6192.0,675.0,0.10901162790697674,0.2222222222222222,-0.11321059431524547
Holiday,Uniform,46,36,10,5069.0,1933.0,0.3813375419214835,0.2777777777777778,0.10355976414370571
Holiday,Uniform,47,47,10,7108.0,2360.0,0.33202025886325265,0.2127659574468085,0.11925430141644414
Holiday,Uniform,48,60,10,8825.0,1598.0,0.18107648725212463,0.16666666666666666,0.014409820585457978
Holiday,Uniform,49,47,10,7491.0,1879.0,0.25083433453477505,0.2127659574468085,0.03806837708796654
Holiday,Uniform,50,47,10,6829.0,1967.0,0.288036315712403,0.2127659574468085,0.0752703582655945
Holiday,Uniform,51,38,10,5310.0,1612.0,0.30357815442561203,0.2631578947368421,0.040420259688769944
Holiday,Uniform,52,42,10,5594.0,1726.0,0.30854486950303894,0.23809523809523808,0.07044963140780086
Holiday,Uniform,53,43,9,6042.0,1350.0,0.2234359483614697,0.20930232558139536,0.01413362278007435
Holiday,Uniform,54,37,10,5035.0,610.0,0.1211519364448858,0.2702702702702703,-0.14911833382538447
Holiday,Uniform,55,47,10,7098.0,2416.0,0.3403775711468019,0.2127659574468085,0.12761161369999338
Holiday,Uniform,56,39,10,5784.0,1520.0,0.2627939142461964,0.2564102564102564,0.0063836578359400264
Holiday,Uniform,57,52,10,7419.0,1268.0,0.17091252190322145,0.19230769230769232,-0.021395170404470865
Holiday,Uniform,58,55,10,7706.0,1090.0,0.1414482221645471,0.18181818181818182,-0.04036995965363471
Holiday,Uniform,59,40,10,5012.0,1765.0,0.35215482841181167,0.25,0.10215482841181167
Holiday,Uniform,60,53,10,7164.0,1035.0,0.1444723618090452,0.18867924528301888,-0.04420688347397367
Holiday,Uniform,61,47,10,6857.0,1107.0,0.16144086335131982,0.2127659574468085,-0.05132509409548869
Holiday,Uniform,62,44,10,5219.0,870.0,0.16669860126461009,0.22727272727272727,-0.06057412600811718
Holiday,Uniform,63,49,10,8215.0,2179.0,0.26524650030432134,0.20408163265306123,0.06116486765126011
Holiday,Uniform,64,42,10,5655.0,1560.0,0.27586206896551724,0.23809523809523808,0.037766830870279156
Holiday,Uniform,65,51,10,6603.0,1175.0,0.17794941693169772,0.19607843137254902,-0.0181290144408513
Holiday,Uniform,66,50,10,8235.0,1798.0,0.2183363691560413,0.2,0.018336369156041282
Holiday,Uniform,67,47,10,5714.0,1250.0,0.21876093804690233,0.2127659574468085,0.005994980600093819
Holiday,Uniform,68,51,10,6590.0,805.0,0.12215477996965099,0.19607843137254902,-0.07392365140289803
Holiday,Uniform,69,47,10,9544.0,1786.0,0.18713327745180217,0.2127659574468085,-0.025632679995006347
Holiday,Uniform,70,45,7,7246.0,1575.0,0.21736130278774496,0.15555555555555556,0.0618057472321894
Holiday,Uniform,71,48,10,6124.0,955.0,0.15594382756368386,0.20833333333333334,-0.052389505769649486
Holiday,Uniform,72,48,10,7699.0,1220.0,0.1584621379399922,0.20833333333333334,-0.049871195393341144
Holiday,Uniform,73,48,10,7013.0,880.0,0.12548124910879796,0.20833333333333334,-0.08285208422453538
Holiday,Uniform,74,50,6,9207.0,1714.0,0.18616270229173454,0.12,0.06616270229173454
Holiday,Uniform,75,35,10,5493.0,1700.0,0.3094847988348808,0.2857142857142857,0.023770513120595083
Holiday,Uniform,76,39,10,4544.0,735.0,0.16175176056338028,0.2564102564102564,-0.0946584958468761
Holiday,Uniform,77,47,10,6507.0,1185.0,0.18211157215306592,0.2127659574468085,-0.030654385293742592
Holiday,Uniform,78,46,10,6561.0,1361.0,0.20743789056546258,0.21739130434782608,-0.009953413782363502
Holiday,Uniform,79,49,10,7068.0,1753.0,0.2480192416525184,0.20408163265306123,0.04393760899945717
Holiday,Uniform,80,42,10,6271.0,1340.0,0.21368202838462766,0.23809523809523808,-0.024413209710610423
Holiday,Uniform,81,54,10,8818.0,1395.0,0.1581991381265593,0.18518518518518517,-0.026986047058625867
Holiday,Uniform,82,49,9,8904.0,2516.0,0.2825696316262354,0.1836734693877551,0.09889616223848027
Holiday,Uniform,83,59,10,8796.0,1600.0,0.18190086402910413,0.1694915254237288,0.012409338605375325
Holiday,Uniform,84,57,10,10465.0,1815.0,0.17343526039178214,0.17543859649122806,-0.002003336099445918
Holiday,Uniform,85,45,10,9484.0,3423.0,0.3609236609025728,0.2222222222222222,0.13870143868035056
Holiday,Uniform,86,51,10,6792.0,1090.0,0.1604829210836278,0.19607843137254902,-0.03559551028892122
Holiday,Uniform,87,49,10,6547.0,1777.0,0.2714220253551245,0.20408163265306123,0.06734039270206327
Holiday,Uniform,88,50,10,4498.0,580.0,0.12894619831036017,0.2,-0.07105380168963984
Holiday,Uniform,89,49,10,6622.0,645.0,0.09740259740259741,0.20408163265306123,-0.10667903525046382
Holiday,Uniform,90,54,10,8154.0,1665.0,0.2041942604856512,0.18518518518518517,0.019009075300466027
Holiday,Uniform,91,52,10,7887.0,1009.0,0.12793204006593129,0.19230769230769232,-0.06437565224176103
Holiday,Uniform,92,52,10,7401.0,765.0,0.10336441021483583,0.19230769230769232,-0.08894328209285648
Holiday,Uniform,93,51,10,9935.0,2307.0,0.23220936084549573,0.19607843137254902,0.036130929472946716
Holiday,Uniform,94,46,10,6575.0,2034.0,0.3093536121673004,0.21739130434782608,0.09196230781947431
Holiday,Uniform,95,45,10,5339.0,1399.0,0.2620340887806705,0.2222222222222222,0.03981186655844832
Holiday,Uniform,96,49,10,6181.0,1500.0,0.24267917812651674,0.20408163265306123,0.03859754547345551
Holiday,Uniform,97,50,10,8172.0,1218.0,0.14904552129221732,0.2,-0.05095447870778269
Holiday,Uniform,98,42,10,5643.0,1624.0,0.28779018252702465,0.23809523809523808,0.04969494443178657
Holiday,Uniform,99,48,10,6763.0,1295.0,0.19148306964364928,0.20833333333333334,-0.016850263689684064
Holiday,Uniform,100,60,10,8296.0,990.0,0.11933461909353905,0.16666666666666666,-0.0473320475731276
Lunch,Poisson,1,50,10,7553.0,761.0,0.10075466701972727,0.2,-0.09924533298027274
Lunch,Poisson,2,43,10,5901.0,865.0,0.14658532452126757,0.23255813953488372,-0.08597281501361614
Lunch,Poisson,3,33,10,3476.0,1138.0,0.3273878020713464,0.30303030303030304,0.02435749904104334
Lunch,Poisson,4,41,10,6479.0,1363.0,0.21037197098317642,0.24390243902439024,-0.03353046804121382
Lunch,Poisson,5,47,10,7062.0,1197.0,0.16949872557349194,0.2127659574468085,-0.043267231873316575
Lunch,Poisson,6,52,10,8088.0,2096.0,0.2591493570722057,0.19230769230769232,0.06684166476451339
Lunch,Poisson,7,48,10,7621.0,890.0,0.11678257446529326,0.20833333333333334,-0.09155075886804008
Lunch,Poisson,8,38,10,3768.0,908.0,0.24097664543524416,0.2631578947368421,-0.022181249301597927
Lunch,Poisson,9,50,10,7677.0,1612.0,0.20997785593330728,0.2,0.009977855933307272
Lunch,Poisson,10,43,10,5643.0,924.0,0.16374269005847952,0.23255813953488372,-0.0688154494764042
Lunch,Poisson,11,43,10,6176.0,836.0,0.13536269430051814,0.23255813953488372,-0.09719544523436557
Lunch,Poisson,12,44,10,6390.0,1009.0,0.15790297339593115,0.22727272727272727,-0.06936975387679611
Lunch,Poisson,13,47,10,9137.0,2428.0,0.26573273503338074,0.2127659574468085,0.05296677758657223
Lunch,Poisson,14,45,10,4171.0,836.0,0.20043155118676576,0.2222222222222222,-0.021790671035456455
Lunch,Poisson,15,52,10,7712.0,775.0,0.10049273858921162,0.19230769230769232,-0.0918149537184807
Lunch,Poisson,16,47,10,6444.0,1081.0,0.16775294847920547,0.2127659574468085,-0.045013008967603046
Lunch,Poisson,17,48,10,5969.0,1218.0,0.20405428044898644,0.20833333333333334,-0.004279052884346907
Lunch,Poisson,18,51,9,8033.0,1225.0,0.1524959541889705,0.17647058823529413,-0.023974634046323634
Lunch,Poisson,19,51,10,7082.0,1919.0,0.2709686529229031,0.19607843137254902,0.0748902215503541
Lunch,Poisson,20,50,9,5677.0,811.0,0.14285714285714285,0.18,-0.037142857142857144
Lunch,Poisson,21,51,10,8148.0,1895.0,0.23257241040746196,0.19607843137254902,0.03649397903491294
Lunch,Poisson,22,58,8,9734.0,1024.0,0.1051982740908157,0.13793103448275862,-0.03273276039194292
Lunch,Poisson,23,47,10,7303.0,2171.0,0.2972750924277694,0.2127659574468085,0.08450913498096088
Lunch,Poisson,24,45,10,6037.0,1198.0,0.1984429352327315,0.2222222222222222,-0.023779286989490722
Lunch,Poisson,25,51,10,7337.0,1602.0,0.21834537276816138,0.19607843137254902,0.02226694139561236
Lunch,Poisson,26,43,10,7281.0,1793.0,0.24625738222771598,0.23255813953488372,0.013699242692832264
Lunch,Poisson,27,46,10,8386.0,1917.0,0.22859527784402575,0.21739130434782608,0.01120397349619967
Lunch,Poisson,28,47,10,5924.0,1060.0,0.17893315327481432,0.2127659574468085,-0.03383280417199419
Lunch,Poisson,29,39,10,6086.0,547.0,0.0898784094643444,0.2564102564102564,-0.166531846945912
Lunch,Poisson,30,46,10,6056.0,1352.0,0.22324966974900926,0.21739130434782608,0.005858365401183174
Lunch,Poisson,31,53,10,8866.0,2181.0,0.24599593954432664,0.18867924528301888,0.057316694261307755
Lunch,Poisson,32,54,10,10730.0,1860.0,0.1733457595526561,0.18518518518518517,-0.011839425632529071
Lunch,Poisson,33,49,10,7702.0,1824.0,0.23682160477797976,0.20408163265306123,0.032739972124918526
Lunch,Poisson,34,52,10,8100.0,2169.0,0.2677777777777778,0.19230769230769232,0.07547008547008546
Lunch,Poisson,35,43,10,4959.0,1284.0,0.2589231699939504,0.23255813953488372,0.026365030459066657
Lunch,Poisson,36,56,10,7635.0,1201.0,0.1573018991486575,0.17857142857142858,-0.021269529422771077
Lunch,Poisson,37,51,10,7422.0,1087.0,0.14645648073295608,0.19607843137254902,-0.04962195063959293
Lunch,Poisson,38,47,10,5812.0,929.0,0.15984170681348933,0.2127659574468085,-0.05292425063331918
Lunch,Poisson,39,62,10,11356.0,1257.0,0.11069038393800634,0.16129032258064516,-0.050599938642638814
Lunch,Poisson,40,41,10,6318.0,1820.0,0.2880658436213992,0.24390243902439024,0.04416340459700896
Lunch,Poisson,41,51,10,7737.0,1343.0,0.17358149153418637,0.19607843137254902,-0.02249693983836265
Lunch,Poisson,42,68,10,9824.0,1670.0,0.16999185667752442,0.14705882352941177,0.022933033148112653
Lunch,Poisson,43,47,10,8514.0,1041.0,0.1222692036645525,0.2127659574468085,-0.09049675378225601
Lunch,Poisson,44,52,10,8090.0,2337.0,0.2888751545117429,0.19230769230769232,0.09656746220405057
Lunch,Poisson,45,49,10,7286.0,781.0,0.1071918748284381,0.20408163265306123,-0.09688975782462313
Lunch,Poisson,46,36,10,6344.0,2643.0,0.4166141235813367,0.2777777777777778,0.1388363458035589
Lunch,Poisson,47,46,10,6595.0,1362.0,0.20652009097801366,0.21739130434782608,-0.010871213369812421
Lunch,Poisson,48,61,10,9685.0,1389.0,0.14341765616933402,0.16393442622950818,-0.02051677006017416
Lunch,Poisson,49,47,10,7184.0,1801.0,0.250695991091314,0.2127659574468085,0.037930033644505506
Lunch,Poisson,50,47,10,6956.0,1987.0,0.2856526739505463,0.2127659574468085,0.07288671650373776
Lunch,Poisson,51,39,10,5287.0,1777.0,0.3361074333270286,0.2564102564102564,0.0796971769167722
Lunch,Poisson,52,42,10,5587.0,1558.0,0.2788616431000537,0.23809523809523808,0.0407664050048156
Lunch,Poisson,53,44,10,6239.0,1881.0,0.30149062349735534,0.22727272727272727,0.07421789622462807
Lunch,Poisson,54,38,10,4260.0,879.0,0.2063380281690141,0.2631578947368421,-0.056819866567828003
Lunch,Poisson,55,45,8,5929.0,1294.0,0.2182492831843481,0.17777777777777778,0.040471505406570324
Lunch,Poisson,56,39,10,5465.0,1074.0,0.19652333028362307,0.2564102564102564,-0.05988692612663332
Lunch,Poisson,57,47,10,6809.0,1470.0,0.21589073285357616,0.2127659574468085,0.0031247754067676436
Lunch,Poisson,58,53,10,8013.0,1646.0,0.20541619867714964,0.18867924528301888,0.016736953394130755
Lunch,Poisson,59,39,10,5701.0,1137.0,0.19943869496579547,0.2564102564102564,-0.056971561444460916
Lunch,Poisson,60,54,10,8581.0,1259.0,0.14671949656217223,0.18518518518518517,-0.038465688623012945
Lunch,Poisson,61,49,10,7077.0,1234.0,0.17436766991663133,0.20408163265306123,-0.0297139627364299
Lunch,Poisson,62,43,10,5589.0,986.0,0.17641796385757738,0.23255813953488372,-0.056140175677306337
Lunch,Poisson,63,50,10,7281.0,1521.0,0.2088998763906057,0.2,0.008899876390605688
Lunch,Poisson,64,41,10,6890.0,1768.0,0.25660377358490566,0.24390243902439024,0.01270133456051542
Lunch,Poisson,65,53,10,6152.0,1220.0,0.19830949284785435,0.18867924528301888,0.009630247564835465
Lunch,Poisson,66,47,10,6731.0,1769.0,0.26281384638240973,0.2127659574468085,0.05004788893560122
Lunch,Poisson,67,48,10,6002.0,1290.0,0.2149283572142619,0.20833333333333334,0.006595023880928558
Lunch,Poisson,68,50,10,6264.0,825.0,0.13170498084291188,0.2,-0.06829501915708813
Lunch,Poisson,69,50,10,8656.0,1403.0,0.1620841035120148,0.2,-0.03791589648798521
Lunch,Poisson,70,47,9,7755.0,1373.0,0.17704706640876855,0.19148936170212766,-0.014442295293359109
Lunch,Poisson,71,48,10,5869.0,790.0,0.13460555460896234,0.20833333333333334,-0.073727778724371
Lunch,Poisson,72,50,10,8382.0,1464.0,0.17465998568360774,0.2,-0.025340014316392268
Lunch,Poisson,73,49,10,6604.0,1017.0,0.1539975772259237,0.20408163265306123,-0.050084055427137536
Lunch,Poisson,74,53,10,9766.0,1946.0,0.19926274831046487,0.18867924528301888,0.010583503027445984
Lunch,Poisson,75,35,10,4603.0,1931.0,0.41950901585922223,0.2857142857142857,0.13379473014493654
Lunch,Poisson,76,39,10,4874.0,952.0,0.19532211735740665,0.2564102564102564,-0.06108813905284974
Lunch,Poisson,77,48,10,6645.0,1008.0,0.15169300225733634,0.20833333333333334,-0.056640331075997
Lunch,Poisson,78,45,10,6417.0,831.0,0.1294997662459093,0.2222222222222222,-0.0927224559763129
Lunch,Poisson,79,51,10,7215.0,1094.0,0.15162855162855163,0.19607843137254902,-0.04444987974399739
Lunch,Poisson,80,42,10,6743.0,2085.0,0.30920955064511346,0.23809523809523808,0.07111431254987538
Lunch,Poisson,81,52,10,7846.0,870.0,0.11088452714759113,0.19230769230769232,-0.08142316516010119
Lunch,Poisson,82,51,10,8398.0,2370.0,0.2822100500119076,0.19607843137254902,0.08613161863935856
Lunch,Poisson,83,58,10,8995.0,1227.0,0.13640911617565313,0.1724137931034483,-0.03600467692779516
Lunch,Poisson,84,56,10,11474.0,3097.0,0.2699145895067108,0.17857142857142858,0.09134316093528225
Lunch,Poisson,85,51,10,9753.0,2455.0,0.2517174202809392,0.19607843137254902,0.05563898890839017
Lunch,Poisson,86,51,10,6479.0,1297.0,0.2001852137675567,0.19607843137254902,0.0041067823950076965
Lunch,Poisson,87,48,10,7080.0,1523.0,0.2151129943502825,0.20833333333333334,0.006779661016949157
Lunch,Poisson,88,45,10,5762.0,775.0,0.13450190905935439,0.2222222222222222,-0.08772031316286782
Lunch,Poisson,89,53,10,8201.0,643.0,0.0784050725521278,0.18867924528301888,-0.11027417273089109
Lunch,Poisson,90,54,10,8161.0,1539.0,0.1885798309030756,0.18518518518518517,0.0033946457178904155
Lunch,Poisson,91,50,10,8116.0,997.0,0.1228437654016757,0.2,-0.07715623459832431
Lunch,Poisson,92,51,10,7954.0,1104.0,0.13879808901181795,0.19607843137254902,-0.05728034236073107
Lunch,Poisson,93,49,10,8692.0,1917.0,0.22054763000460192,0.20408163265306123,0.016465997351540695
Lunch,Poisson,94,46,10,5607.0,1367.0,0.2438023898698056,0.21739130434782608,0.026411085521979516
Lunch,Poisson,95,46,10,5894.0,1492.0,0.25313878520529354,0.21739130434782608,0.035747480857467456
Lunch,Poisson,96,49,10,7550.0,1140.0,0.1509933774834437,0.20408163265306123,-0.053088255169617515
Lunch,Poisson,97,46,10,7706.0,1355.0,0.17583701012198288,0.21739130434782608,-0.0415542942258432
Lunch,Poisson,98,45,10,6007.0,1878.0,0.3126352588646579,0.2222222222222222,0.09041303664243566
Lunch,Poisson,99,45,10,6805.0,1291.0,0.18971344599559148,0.2222222222222222,-0.03250877622663073
Lunch,Poisson,100,59,9,7813.0,1203.0,0.1539741456546781,0.15254237288135594,0.0014317727733221541
Lunch,Synchronized,1,52,10,8587.0,1200.0,0.139746127867707,0.19230769230769232,-0.05256156443998533
Lunch,Synchronized,2,45,10,5623.0,1605.0,0.2854348212697848,0.2222222222222222,0.0632125990475626
Lunch,Synchronized,3,33,10,4108.0,1700.0,0.41382667964946446,0.30303030303030304,0.11079637661916142
Lunch,Synchronized,4,42,10,6352.0,1055.0,0.16608942065491183,0.23809523809523808,-0.07200581744032625
Lunch,Synchronized,5,47,10,8103.0,2710.0,0.33444403307417003,0.2127659574468085,0.12167807562736152
Lunch,Synchronized,6,49,10,8045.0,2776.0,0.34505904288377875,0.20408163265306123,0.14097741023071753
Lunch,Synchronized,7,50,10,8627.0,1655.0,0.19183957343224758,0.2,-0.008160426567752427
Lunch,Synchronized,8,38,10,4645.0,1640.0,0.35306781485468247,0.2631578947368421,0.08990992011784038
Lunch,Synchronized,9,49,10,9147.0,3560.0,0.38919864436427243,0.20408163265306123,0.1851170117112112
Lunch,Synchronized,10,43,10,7023.0,1144.0,0.1628933504200484,0.23255813953488372,-0.06966478911483531
Lunch,Synchronized,11,43,10,6969.0,1720.0,0.24680728942459462,0.23255813953488372,0.014249149889710905
Lunch,Synchronized,12,45,10,7338.0,2050.0,0.2793676751158354,0.2222222222222222,0.05714545289361317
Lunch,Synchronized,13,47,10,7504.0,2435.0,0.32449360341151384,0.2127659574468085,0.11172764596470533
Lunch,Synchronized,14,46,10,5310.0,1330.0,0.2504708097928437,0.21739130434782608,0.033079505445017615
Lunch,Synchronized,15,53,10,6906.0,1405.0,0.2034462785983203,0.18867924528301888,0.014767033315301409
Lunch,Synchronized,16,49,10,7957.0,2485.0,0.3123036320221189,0.20408163265306123,0.10822199936905769
Lunch,Synchronized,17,49,10,5974.0,1160.0,0.1941747572815534,0.20408163265306123,-0.009906875371507834
Lunch,Synchronized,18,55,10,7898.0,1289.0,0.16320587490503924,0.18181818181818182,-0.018612306913142584
Lunch,Synchronized,19,49,10,6890.0,1945.0,0.2822931785195936,0.20408163265306123,0.0782115458665324
Lunch,Synchronized,20,52,10,8116.0,3190.0,0.39305076392311483,0.19230769230769232,0.2007430716154225
Lunch,Synchronized,21,53,10,10304.0,2935.0,0.2848408385093168,0.18867924528301888,0.09616159322629791
Lunch,Synchronized,22,59,10,10435.0,1720.0,0.1648298993770963,0.1694915254237288,-0.0046616260466325055
Lunch,Synchronized,23,48,10,7833.0,3338.0,0.4261457934380186,0.20833333333333334,0.21781246010468527
Lunch,Synchronized,24,44,10,7803.0,2495.0,0.3197488145585031,0.22727272727272727,0.09247608728577586
Lunch,Synchronized,25,50,10,8353.0,3551.0,0.42511672453010896,0.2,0.22511672453010895
Lunch,Synchronized,26,49,10,10322.0,3300.0,0.3197054834334431,0.20408163265306123,0.1156238507803819
Lunch,Synchronized,27,47,10,9137.0,3280.0,0.3589799715442705,0.2127659574468085,0.14621401409746201
Lunch,Synchronized,28,48,10,9947.0,5740.0,0.5770584095707249,0.20833333333333334,0.3687250762373915
Lunch,Synchronized,29,42,10,6188.0,1045.0,0.16887524240465418,0.23809523809523808,-0.0692199956905839
Lunch,Synchronized,30,46,10,6264.0,2100.0,0.33524904214559387,0.21739130434782608,0.11785773779776779
Lunch,Synchronized,31,51,10,9972.0,3870.0,0.388086642599278,0.19607843137254902,0.19200821122672898
Lunch,Synchronized,32,51,10,11169.0,2853.0,0.25543916196615635,0.19607843137254902,0.05936073059360733
Lunch,Synchronized,33,48,10,8680.0,3065.0,0.353110599078341,0.20833333333333334,0.14477726574500768
Lunch,Synchronized,34,52,10,9992.0,3236.0,0.3238590872698158,0.19230769230769232,0.1315513949621235
Lunch,Synchronized,35,44,10,6103.0,1545.0,0.2531541864656726,0.22727272727272727,0.02588145919294535
Lunch,Synchronized,36,56,10,8824.0,2081.0,0.23583408884859475,0.17857142857142858,0.05726266027716617
Lunch,Synchronized,37,53,10,7647.0,1713.0,0.22400941545704198,0.18867924528301888,0.035330170174023096
Lunch,Synchronized,38,46,10,6846.0,1565.0,0.22860064271107217,0.21739130434782608,0.011209338363246085
Lunch,Synchronized,39,64,10,12156.0,3510.0,0.288746298124383,0.15625,0.13249629812438302
Lunch,Synchronized,40,43,10,6726.0,2328.0,0.34611953612845675,0.23255813953488372,0.11356139659357303
Lunch,Synchronized,41,52,10,7822.0,1790.0,0.22884172845819484,0.19230769230769232,0.03653403615050252
Lunch,Synchronized,42,66,10,12023.0,3285.0,0.27322631622723115,0.15151515151515152,0.12171116471207963
Lunch,Synchronized,43,47,10,8026.0,1670.0,0.20807376027909294,0.2127659574468085,-0.004692197167715573
Lunch,Synchronized,44,49,10,8619.0,3039.0,0.35259310824921686,0.20408163265306123,0.14851147559615563
Lunch,Synchronized,45,47,10,6658.0,1460.0,0.2192850705917693,0.2127659574468085,0.006519113144960786
Lunch,Synchronized,46,36,10,6110.0,2829.0,0.4630114566284779,0.2777777777777778,0.18523367885070013
Lunch,Synchronized,47,50,10,6202.0,1581.0,0.25491776846178654,0.2,0.05491776846178653
Lunch,Synchronized,48,61,10,9262.0,1295.0,0.13981861369034765,0.16393442622950818,-0.024115812539160536
Lunch,Synchronized,49,48,10,9217.0,2848.0,0.30899424975588585,0.20833333333333334,0.10066091642255251
Lunch,Synchronized,50,47,10,8290.0,3043.0,0.36706875753920387,0.2127659574468085,0.15430280009239536
Lunch,Synchronized,51,38,10,7108.0,3977.0,0.5595104108047271,0.2631578947368421,0.296352516067885
Lunch,Synchronized,52,44,10,5960.0,1659.0,0.2783557046979866,0.22727272727272727,0.05108297742525933
Lunch,Synchronized,53,42,10,6043.0,1718.0,0.28429587953003477,0.23809523809523808,0.046200641434796685
Lunch,Synchronized,54,40,10,5022.0,1350.0,0.26881720430107525,0.25,0.018817204301075252
Lunch,Synchronized,55,48,10,9454.0,3957.0,0.41855299344192937,0.20833333333333334,0.21021966010859602
Lunch,Synchronized,56,40,10,5005.0,1730.0,0.34565434565434566,0.25,0.09565434565434566
Lunch,Synchronized,57,49,10,7811.0,1980.0,0.2534886698246063,0.20408163265306123,0.0494070371715451
Lunch,Synchronized,58,56,10,12118.0,5840.0,0.4819277108433735,0.17857142857142858,0.3033562822719449
Lunch,Synchronized,59,40,10,5241.0,1850.0,0.3529860713604274,0.25,0.10298607136042742
Lunch,Synchronized,60,53,10,8783.0,1592.0,0.18125925082545827,0.18867924528301888,-0.007419994457560614
Lunch,Synchronized,61,49,10,7442.0,1285.0,0.17266863746304756,0.20408163265306123,-0.03141299519001367
Lunch,Synchronized,62,46,10,6424.0,1700.0,0.2646326276463263,0.21739130434782608,0.0472413232985002
Lunch,Synchronized,63,49,10,7750.0,2405.0,0.3103225806451613,0.20408163265306123,0.10624094799210004
Lunch,Synchronized,64,42,10,6988.0,2220.0,0.31768746422438465,0.23809523809523808,0.07959222612914657
Lunch,Synchronized,65,52,10,8382.0,2195.0,0.26187067525650204,0.19230769230769232,0.06956298294880972
Lunch,Synchronized,66,49,10,8298.0,2117.0,0.2551217160761629,0.20408163265306123,0.05104008342310168
Lunch,Synchronized,67,48,10,5383.0,1365.0,0.2535760728218466,0.20833333333333334,0.045242739488513234
Lunch,Synchronized,68,49,10,6300.0,1575.0,0.25,0.20408163265306123,0.04591836734693877
Lunch,Synchronized,69,49,10,9081.0,1600.0,0.1761920493337738,0.20408163265306123,-0.027889583319287425
Lunch,Synchronized,70,49,10,8883.0,2415.0,0.2718676122931442,0.20408163265306123,0.06778597964008298
Lunch,Synchronized,71,47,10,7764.0,2080.0,0.2679031427099433,0.2127659574468085,0.0551371852631348
Lunch,Synchronized,72,50,10,8075.0,1673.0,0.20718266253869969,0.2,0.0071826625386996745
Lunch,Synchronized,73,50,10,8316.0,1565.0,0.1881914381914382,0.2,-0.011808561808561824
Lunch,Synchronized,74,53,7,9431.0,2025.0,0.21471742127027887,0.1320754716981132,0.08264194957216567
Lunch,Synchronized,75,34,10,4598.0,1915.0,0.4164854284471509,0.29411764705882354,0.12236778138832738
Lunch,Synchronized,76,39,10,4360.0,1160.0,0.26605504587155965,0.2564102564102564,0.00964478946130326
Lunch,Synchronized,77,49,10,6120.0,1615.0,0.2638888888888889,0.20408163265306123,0.059807256235827666
Lunch,Synchronized,78,45,10,5763.0,1020.0,0.17699115044247787,0.2222222222222222,-0.045231071779744336
Lunch,Synchronized,79,51,10,7158.0,1760.0,0.2458787370773959,0.19607843137254902,0.04980030570484689
Lunch,Synchronized,80,41,10,6217.0,1844.0,0.29660608010294354,0.24390243902439024,0.0527036410785533
Lunch,Synchronized,81,52,10,8867.0,1319.0,0.14875380624788542,0.19230769230769232,-0.043553886059806896
Lunch,Synchronized,82,52,10,7758.0,2158.0,0.27816447538025263,0.19230769230769232,0.08585678307256031
