Scenario,Condition,Seed,Group,N_rows,N_success,MeanWait,MedianWait,P95Wait,Gini,TargetRequestedN,TargetSuccessN,TargetFailedN,TargetComplete10,SuccessRate
Lunch,Poisson,45,Background,42,39,166.7948717948718,115.0,404.0000000000002,0.3877411852815388,10,10,0,1,0.9285714285714286
Lunch,Poisson,46,Background,28,26,142.34615384615384,100.0,436.25,0.3995489784465737,10,10,0,1,0.9285714285714286
Lunch,Poisson,47,Background,41,36,145.36111111111111,110.0,415.25,0.4197241862539015,10,10,0,1,0.8780487804878049
Lunch,Poisson,48,Background,54,51,162.66666666666666,125.0,435.0,0.3908191048839979,10,10,0,1,0.9444444444444444
Lunch,Poisson,49,Background,40,37,145.48648648648648,115.0,310.7999999999999,0.3202775504466011,10,10,0,1,0.925
Lunch,Poisson,50,Background,38,37,134.2972972972973,95.0,403.19999999999993,0.3721668942035213,10,10,0,1,0.9736842105263158
Lunch,Poisson,51,Background,30,29,121.03448275862068,105.0,205.0,0.2737007564593772,10,10,0,1,0.9666666666666667
Lunch,Poisson,52,Background,39,32,125.90625,125.0,215.0,0.252117460908414,10,10,0,1,0.8205128205128205
Lunch,Poisson,53,Background,36,34,128.1764705882353,121.5,250.0,0.3186027049645007,10,10,0,1,0.9444444444444444
Lunch,Poisson,54,Background,31,28,120.75,130.0,213.65,0.2686335403726708,10,10,0,1,0.9032258064516129
Lunch,Poisson,55,Background,40,37,125.27027027027027,105.0,247.7999999999993,0.3164290504096329,10,8,2,1,0.925
Lunch,Poisson,56,Background,33,29,151.41379310344828,125.0,348.39999999999986,0.3553820903258232,10,10,0,1,0.8787878787878788
Lunch,Poisson,57,Background,42,37,144.2972972972973,115.0,325.1999999999998,0.3275236277671191,10,10,0,1,0.8809523809523809
Lunch,Poisson,58,Background,50,43,148.06976744186048,115.0,378.0,0.3726409064179033,10,10,0,1,0.86
Lunch,Poisson,59,Background,30,29,157.3793103448276,110.0,325.99999999999994,0.3328598627942821,10,10,0,1,0.9666666666666667
Lunch,Poisson,60,Background,46,44,166.4090909090909,130.0,407.15,0.3764309304462268,10,10,0,1,0.9565217391304348
Lunch,Poisson,61,Background,41,39,149.82051282051282,125.0,267.3,0.3181804218942675,10,10,0,1,0.9512195121951219
Lunch,Poisson,62,Background,43,33,139.4848484848485,115.0,298.59999999999974,0.3082311272621939,10,10,0,1,0.7674418604651163
Lunch,Poisson,63,Background,43,40,144.0,112.5,281.94999999999993,0.3671440972222222,10,10,0,1,0.9302325581395349
Lunch,Poisson,64,Background,32,31,165.2258064516129,165.0,309.5,0.3132596893854467,10,10,0,1,0.96875
Lunch,Poisson,65,Background,50,43,114.69767441860463,95.0,218.5,0.2967332465719836,10,10,0,1,0.86
Lunch,Poisson,66,Background,41,37,134.1081081081081,110.0,236.5999999999999,0.2719696722115102,10,10,0,1,0.9024390243902439
Lunch,Poisson,67,Background,39,38,124.0,115.0,220.99999999999997,0.313611384147976,10,10,0,1,0.9743589743589743
Lunch,Poisson,68,Background,42,40,135.975,115.0,322.4,0.3394879573451002,10,10,0,1,0.9523809523809523
Lunch,Poisson,69,Background,44,40,181.325,155.0,442.4499999999998,0.3260754170687991,10,10,0,1,0.9090909090909091
