Scenario,Condition,Seed,Group,N_rows,N_success,MeanWait,MedianWait,P95Wait,Gini,TargetRequestedN,TargetSuccessN,TargetFailedN,TargetComplete10,SuccessRate
Lunch,Poisson,62,Total,53,43,129.97674418604652,110.0,234.0,0.3298838665651383,10,10,0,1,0.8113207547169812
Lunch,Poisson,63,Total,53,50,145.62,131.5,278.29999999999995,0.3427139129240489,10,10,0,1,0.9433962264150944
Lunch,Poisson,64,Total,42,41,168.0487804878049,165.0,330.0,0.2934404757690537,10,10,0,1,0.9761904761904762
Lunch,Poisson,65,Total,60,53,116.0754716981132,95.0,225.2,0.3057388914787644,10,10,0,1,0.8833333333333333
Lunch,Poisson,66,Total,51,47,143.2127659574468,120.0,288.5,0.2894388301823573,10,10,0,1,0.9215686274509803
Lunch,Poisson,67,Total,49,48,125.04166666666669,115.0,240.99999999999997,0.3225452626902143,10,10,0,1,0.9795918367346939
Lunch,Poisson,68,Total,52,50,125.28,107.5,300.84999999999985,0.3374393358876117,10,10,0,1,0.9615384615384616
Lunch,Poisson,69,Total,54,50,173.12,155.0,433.6,0.3419824399260628,10,10,0,1,0.9259259259259259
Lunch,Poisson,70,Total,52,47,165.0,115.0,355.5999999999999,0.3684705817797715,10,9,1,1,0.9038461538461539
Lunch,Poisson,71,Total,49,48,122.27083333333331,115.0,289.75,0.3281400863293008,10,10,0,1,0.9795918367346939
Lunch,Poisson,72,Total,50,50,167.64,130.0,406.1,0.3480362681937485,10,10,0,1,1.0
Lunch,Poisson,73,Total,51,49,134.77551020408163,110.0,335.9999999999992,0.3629031261202239,10,10,0,1,0.9607843137254902
Lunch,Poisson,74,Total,56,53,184.26415094339623,143.0,481.99999999999983,0.3989621289108536,10,10,0,1,0.9464285714285714
Lunch,Poisson,75,Total,38,35,131.5142857142857,125.0,265.3,0.2830700474845598,10,10,0,1,0.9210526315789473
Lunch,Poisson,76,Total,40,39,124.97435897435898,110.0,301.0,0.3464431888724051,10,10,0,1,0.975
Lunch,Poisson,77,Total,52,48,138.4375,130.0,269.75,0.3042231000752445,10,10,0,1,0.9230769230769231
Lunch,Poisson,78,Total,47,45,142.6,128.0,312.59999999999985,0.3381850293491247,10,10,0,1,0.9574468085106383
Lunch,Poisson,79,Total,53,51,141.47058823529412,135.0,262.5,0.319166225048578,10,10,0,1,0.9622641509433962
Lunch,Poisson,80,Total,43,42,160.54761904761904,160.0,319.49999999999994,0.294644181267346,10,10,0,1,0.9767441860465116
Lunch,Poisson,81,Total,58,52,150.8846153846154,115.0,364.8499999999999,0.3828310359026647,10,10,0,1,0.896551724137931
Lunch,Poisson,82,Total,52,51,164.66666666666666,105.0,428.0,0.4208004707003068,10,10,0,1,0.9807692307692307
Lunch,Poisson,83,Total,60,58,155.08620689655172,122.5,361.75,0.3823484311207376,10,10,0,1,0.9666666666666667
Lunch,Poisson,84,Total,57,56,204.89285714285717,155.0,490.0,0.3678129435493912,10,10,0,1,0.9824561403508771
Lunch,Poisson,85,Total,55,51,191.23529411764707,153.0,552.5,0.3488479160760993,10,10,0,1,0.9272727272727272
Lunch,Poisson,86,Total,52,51,127.03921568627452,105.0,263.5,0.3729454739142145,10,10,0,1,0.9807692307692307
Lunch,Poisson,87,Total,49,48,147.5,125.0,314.0999999999999,0.3400129472693032,10,10,0,1,0.9795918367346939
Lunch,Poisson,88,Total,51,45,128.04444444444445,105.0,328.9999999999999,0.4165143275868718,10,10,0,1,0.8823529411764706
Lunch,Poisson,89,Total,55,53,154.73584905660377,125.0,422.4,0.3752648664566907,10,10,0,1,0.9636363636363636
Lunch,Poisson,90,Total,57,54,151.12962962962962,130.0,321.35,0.328230019015462,10,10,0,1,0.9473684210526315
Lunch,Poisson,91,Total,56,50,162.32,145.0,280.5,0.2988072942336126,10,10,0,1,0.8928571428571429
Lunch,Poisson,92,Total,55,51,155.9607843137255,145.0,287.5,0.3028245746374989,10,10,0,1,0.9272727272727272
Lunch,Poisson,93,Total,58,49,177.3877551020408,140.0,366.9999999999996,0.3699437437193009,10,10,0,1,0.8448275862068966
Lunch,Poisson,94,Total,49,46,121.8913043478261,105.0,237.5,0.2908359891750219,10,10,0,1,0.9387755102040817
Lunch,Poisson,95,Total,48,46,128.1304347826087,115.0,319.75,0.3351971791504994,10,10,0,1,0.9583333333333334
Lunch,Poisson,96,Total,49,49,154.08163265306123,125.0,341.3999999999997,0.3352615218272739,10,10,0,1,1.0
